domain,rep,metric,n_llm_models,llm_mean,llm_min,llm_max,best_emb,best_src,gap_vs_emb,p_vs_emb,p_vs_random,p_vs_emb_fdr,p_vs_emb_bonf,sig_vs_emb_raw,sig_vs_emb_fdr,sig_vs_emb_bonf,sig_vs_random
drugs,GPT-Law,AP_b0,11,0.8897908989706816,0.8537150910260154,0.9282365442834036,0.7744496385783336,Emb-on-GPT-Schema+OpenAI 3-large,0.11534126039234804,0.00048828125,0.0,0.0009765625,0.0068359375,True,True,True,True
drugs,Raw-Facts,AP_b0,11,0.9029679483117495,0.8708907199057807,0.95843663805578,0.7744496385783336,Emb-on-GPT-Schema+OpenAI 3-large,0.12851830973341594,0.00048828125,0.0,0.0009765625,0.0068359375,True,True,True,True
drugs,GPT-Free,AP_b0,11,0.90419962613805,0.8631828811148056,0.9413073750737612,0.7744496385783336,Emb-on-GPT-Schema+OpenAI 3-large,0.12974998755971645,0.00048828125,0.0,0.0009765625,0.0068359375,True,True,True,True
drugs,Hybrid-Full,AP_b0,11,0.9204982834848611,0.8806173635006525,0.9516855140566431,0.7744496385783336,Emb-on-GPT-Schema+OpenAI 3-large,0.14604864490652747,0.00048828125,0.0,0.0009765625,0.0068359375,True,True,True,True
drugs,Hybrid-Manual,AP_b0,11,0.9296820518101128,0.8700261582364264,0.9635395788766284,0.7744496385783336,Emb-on-GPT-Schema+OpenAI 3-large,0.15523241323177916,0.00048828125,0.0,0.0009765625,0.0068359375,True,True,True,True
drugs,GPT-Schema,AP_b0,11,0.9358393920802913,0.8888210867473539,0.9736881361881362,0.7744496385783336,Emb-on-GPT-Schema+OpenAI 3-large,0.16138975350195772,0.00048828125,0.0,0.0009765625,0.0068359375,True,True,True,True
drugs,Manual,AP_b0,11,0.956463560911078,0.9316770186335404,0.9753907109839314,0.7744496385783336,Emb-on-GPT-Schema+OpenAI 3-large,0.18201392233274438,0.00048828125,0.0,0.0009765625,0.0068359375,True,True,True,True
drugs,GPT-Law,AP_b1,11,0.8611458953812993,0.8449807930293701,0.8902694733550581,0.7981379421986814,Emb-on-GPT-Schema+OpenAI 3-large,0.06300795318261787,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
drugs,Raw-Facts,AP_b1,11,0.8685729424790186,0.8229220973258601,0.8936881396832617,0.7981379421986814,Emb-on-GPT-Schema+OpenAI 3-large,0.07043500028033722,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
drugs,GPT-Free,AP_b1,11,0.8714279518515545,0.8410689413025012,0.9052155939129004,0.7981379421986814,Emb-on-GPT-Schema+OpenAI 3-large,0.07329000965287313,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
drugs,Hybrid-Full,AP_b1,11,0.8799320072568908,0.8617135720057097,0.8945172613000492,0.7981379421986814,Emb-on-GPT-Schema+OpenAI 3-large,0.08179406505820941,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
drugs,Hybrid-Manual,AP_b1,11,0.8948652096236135,0.8551473718019758,0.91860246986051,0.7981379421986814,Emb-on-GPT-Schema+OpenAI 3-large,0.0967272674249321,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
drugs,GPT-Schema,AP_b1,11,0.9003730155419738,0.8767400433252901,0.9230792486908532,0.7981379421986814,Emb-on-GPT-Schema+OpenAI 3-large,0.1022350733432924,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
drugs,Manual,AP_b1,11,0.9168371734334076,0.8915130282882384,0.9371760695212428,0.7981379421986814,Emb-on-GPT-Schema+OpenAI 3-large,0.11869923123472625,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
drugs,Raw-Facts,F1_CV_b0,11,0.8405048681851711,0.7894736842105263,0.8888888888888888,0.8405797101449275,Emb-on-Hybrid-Full+mE5-large-instruct,-7.484195975637764e-05,0.5078125,0.0,0.546875,1.0,False,False,False,True
drugs,GPT-Schema,F1_CV_b0,11,0.842325151062928,0.7575757575757576,0.9166666666666666,0.8405797101449275,Emb-on-Hybrid-Full+mE5-large-instruct,0.0017454409180005515,0.48291015625,0.0,0.546875,1.0,False,False,False,True
drugs,GPT-Law,F1_CV_b0,11,0.8527310898428926,0.7878787878787878,0.8918918918918919,0.8405797101449275,Emb-on-Hybrid-Full+mE5-large-instruct,0.012151379697965092,0.1826171875,0.0,0.2556640625,1.0,False,False,False,True
drugs,GPT-Free,F1_CV_b0,11,0.8550602453374164,0.8,0.8823529411764706,0.8405797101449275,Emb-on-Hybrid-Full+mE5-large-instruct,0.01448053519248893,0.08349609375,0.0,0.1669921875,1.0,False,False,False,True
drugs,Hybrid-Manual,F1_CV_b0,11,0.856621839877279,0.8108108108108109,0.9041095890410958,0.8405797101449275,Emb-on-Hybrid-Full+mE5-large-instruct,0.01604212973235153,0.0693359375,0.0,0.16178385416666669,0.970703125,False,False,False,True
drugs,Hybrid-Full,F1_CV_b0,11,0.8735771662503513,0.8311688311688312,0.9142857142857144,0.8405797101449275,Emb-on-Hybrid-Full+mE5-large-instruct,0.03299745610542382,0.0068359375,0.0,0.03190104166666667,0.095703125,True,True,False,True
drugs,Manual,F1_CV_b0,11,0.8938648668260968,0.8311688311688312,0.9393939393939394,0.8405797101449275,Emb-on-Hybrid-Full+mE5-large-instruct,0.05328515668116929,0.001953125,0.0,0.02734375,0.02734375,True,True,True,True
drugs,GPT-Law,F1_CV_b1,11,0.7636407663694373,0.7454545454545455,0.7956989247311828,0.8148148148148148,Emb-on-GPT-Free+Gemini-embedding-001,-0.05117404844537743,1.0,0.0,1.0,1.0,False,False,False,True
drugs,GPT-Free,F1_CV_b1,11,0.7736491278595161,0.7526881720430108,0.8235294117647058,0.8148148148148148,Emb-on-GPT-Free+Gemini-embedding-001,-0.04116568695529865,0.99951171875,0.0,1.0,1.0,False,False,False,True
drugs,Hybrid-Manual,F1_CV_b1,11,0.787620621009055,0.7551020408163265,0.8297872340425532,0.8148148148148148,Emb-on-GPT-Free+Gemini-embedding-001,-0.027194193805759714,0.99658203125,0.0,1.0,1.0,False,False,False,True
drugs,Hybrid-Full,F1_CV_b1,11,0.789746632859361,0.7567567567567568,0.8351648351648352,0.8148148148148148,Emb-on-GPT-Free+Gemini-embedding-001,-0.025068181955453794,0.99462890625,0.0,1.0,1.0,False,False,False,True
drugs,Raw-Facts,F1_CV_b1,11,0.7904722752706661,0.7526881720430108,0.8260869565217391,0.8148148148148148,Emb-on-GPT-Free+Gemini-embedding-001,-0.024342539544148667,0.99755859375,0.0,1.0,1.0,False,False,False,True
drugs,GPT-Schema,F1_CV_b1,11,0.81757866828894,0.7878787878787878,0.8444444444444444,0.8148148148148148,Emb-on-GPT-Free+Gemini-embedding-001,0.002763853474125222,0.310546875,0.0,0.48307291666666663,1.0,False,False,False,True
drugs,Manual,F1_CV_b1,11,0.8352770459245331,0.7878787878787878,0.8723404255319149,0.8148148148148148,Emb-on-GPT-Free+Gemini-embedding-001,0.020462231109718343,0.0322265625,0.0,0.056396484375,0.451171875,True,False,False,True
drugs,GPT-Law,F1_Oracle_b0,11,0.8665684214922311,0.8059701492537313,0.8918918918918919,0.8571428571428571,Emb-on-Hybrid-Full+mE5-large-instruct,0.009425564349374027,0.15478515625,0.0,0.19699928977272727,1.0,False,False,False,True
drugs,GPT-Schema,F1_Oracle_b0,11,0.868062576126584,0.8095238095238095,0.9166666666666666,0.8571428571428571,Emb-on-Hybrid-Full+mE5-large-instruct,0.0109197189837269,0.1826171875,0.0,0.21305338541666669,1.0,False,False,False,True
drugs,Raw-Facts,F1_Oracle_b0,11,0.8736599871433461,0.8292682926829268,0.9090909090909092,0.8571428571428571,Emb-on-Hybrid-Full+mE5-large-instruct,0.016517130000489044,0.01220703125,0.0,0.0244140625,0.1708984375,True,True,False,True
drugs,GPT-Free,F1_Oracle_b0,11,0.878467853258824,0.8421052631578947,0.9041095890410958,0.8571428571428571,Emb-on-Hybrid-Full+mE5-large-instruct,0.021324996115966943,0.00341796875,0.0,0.009570312499999999,0.0478515625,True,True,True,True
drugs,Hybrid-Manual,F1_Oracle_b0,11,0.8798093826609158,0.8461538461538461,0.9041095890410958,0.8571428571428571,Emb-on-Hybrid-Full+mE5-large-instruct,0.0226665255180587,0.00146484375,0.0,0.0068359375,0.0205078125,True,True,True,True
drugs,Hybrid-Full,F1_Oracle_b0,11,0.891741661267434,0.8648648648648649,0.9295774647887324,0.8571428571428571,Emb-on-Hybrid-Full+mE5-large-instruct,0.03459880412457694,0.00048828125,0.0,0.00341796875,0.0068359375,True,True,True,True
drugs,Manual,F1_Oracle_b0,11,0.9117322894104603,0.8641975308641975,0.9552238805970148,0.8571428571428571,Emb-on-Hybrid-Full+mE5-large-instruct,0.054589432267603155,0.00048828125,0.0,0.00341796875,0.0068359375,True,True,True,True
drugs,GPT-Law,F1_Oracle_b1,11,0.7984128852682126,0.7678571428571429,0.8222222222222222,0.8363636363636363,Emb-on-GPT-Free+Gemini-embedding-001,-0.037950751095423674,1.0,0.0,1.0,1.0,False,False,False,True
drugs,GPT-Free,F1_Oracle_b1,11,0.809643513187356,0.7789473684210526,0.8461538461538461,0.8363636363636363,Emb-on-GPT-Free+Gemini-embedding-001,-0.026720123176280364,0.99951171875,0.0,1.0,1.0,False,False,False,True
drugs,Raw-Facts,F1_Oracle_b1,11,0.8145057315755153,0.7835051546391752,0.8421052631578947,0.8363636363636363,Emb-on-GPT-Free+Gemini-embedding-001,-0.021857904788120996,0.9990234375,0.0,1.0,1.0,False,False,False,True
drugs,Hybrid-Full,F1_Oracle_b1,11,0.8211585959919311,0.8,0.8478260869565217,0.8363636363636363,Emb-on-GPT-Free+Gemini-embedding-001,-0.015205040371705225,0.99658203125,0.0,1.0,1.0,False,False,False,True
drugs,Hybrid-Manual,F1_Oracle_b1,11,0.8215932067654103,0.7872340425531915,0.8421052631578947,0.8363636363636363,Emb-on-GPT-Free+Gemini-embedding-001,-0.014770429598226054,0.9716796875,0.0,1.0,1.0,False,False,False,True
drugs,GPT-Schema,F1_Oracle_b1,11,0.8354702527583526,0.8163265306122449,0.851063829787234,0.8363636363636363,Emb-on-GPT-Free+Gemini-embedding-001,-0.0008933836052836819,0.60888671875,0.0,0.9471571180555555,1.0,False,False,False,True
drugs,Manual,F1_Oracle_b1,11,0.8492668433682511,0.8118811881188119,0.8723404255319149,0.8363636363636363,Emb-on-GPT-Free+Gemini-embedding-001,0.01290320700461478,0.0263671875,0.0,0.046142578125,0.369140625,True,True,False,True
drugs,GPT-Law,QWK_CV,11,0.7412897371765034,0.5866141732283465,0.8086662915025323,0.7562425683709869,Emb-on-Manual+Gemini-embedding-001,-0.01495283119448354,0.68115234375,0.0,0.7661508413461539,1.0,False,False,False,True
drugs,GPT-Free,QWK_CV,11,0.7436252416842136,0.7008547008547008,0.7948098974049487,0.7562425683709869,Emb-on-Manual+Gemini-embedding-001,-0.01261732668677329,0.91259765625,0.0,0.91259765625,1.0,False,False,False,True
drugs,Hybrid-Manual,QWK_CV,11,0.7504823608794279,0.69375,0.8134110787172012,0.7562425683709869,Emb-on-Manual+Gemini-embedding-001,-0.005760207491559033,0.71142578125,0.0,0.7661508413461539,1.0,False,False,False,True
drugs,Raw-Facts,QWK_CV,11,0.7609018957962369,0.6911421911421911,0.8292108362779741,0.7562425683709869,Emb-on-Manual+Gemini-embedding-001,0.004659327425249993,0.35009765625,0.0,0.44557883522727276,1.0,False,False,False,True
drugs,Hybrid-Full,QWK_CV,11,0.7668976997501799,0.6768178993163455,0.8260381593714927,0.7562425683709869,Emb-on-Manual+Gemini-embedding-001,0.01065513137919294,0.20654296875,0.0,0.28916015624999997,1.0,False,False,False,True
drugs,GPT-Schema,QWK_CV,11,0.7829306073870967,0.7326543602800764,0.8291641244661379,0.7562425683709869,Emb-on-Manual+Gemini-embedding-001,0.026688039016109832,0.01220703125,0.0,0.018988715277777776,0.1708984375,True,True,False,True
drugs,Manual,QWK_CV,11,0.8427273556351946,0.7905113986444855,0.8905775075987842,0.7562425683709869,Emb-on-Manual+Gemini-embedding-001,0.08648478726420772,0.00048828125,0.0,0.0022786458333333335,0.0068359375,True,True,True,True
drugs,GPT-Law,QWK_Oracle,11,0.7734649667128086,0.6872875594833447,0.8086662915025323,0.7673031026252983,Emb-on-Manual+Gemini-embedding-001,0.006161864087510294,0.1826171875,0.0,0.1826171875,1.0,False,False,False,True
drugs,GPT-Free,QWK_Oracle,11,0.7867796660813461,0.7413793103448276,0.8140615920976176,0.7673031026252983,Emb-on-Manual+Gemini-embedding-001,0.019476563456047757,0.01220703125,0.0,0.013146033653846154,0.1708984375,True,True,False,True
drugs,Raw-Facts,QWK_Oracle,11,0.7952733458318175,0.7286602600339174,0.8292108362779741,0.7673031026252983,Emb-on-Manual+Gemini-embedding-001,0.027970243206519196,0.0048828125,0.0,0.006214488636363637,0.068359375,True,True,False,True
drugs,Hybrid-Manual,QWK_Oracle,11,0.8042567439490624,0.7684085510688836,0.8302107728337237,0.7673031026252983,Emb-on-Manual+Gemini-embedding-001,0.03695364132376411,0.00048828125,0.0,0.0013671875,0.0068359375,True,True,True,True
drugs,Hybrid-Full,QWK_Oracle,11,0.8081492473544184,0.7749391727493917,0.8323085522638345,0.7673031026252983,Emb-on-Manual+Gemini-embedding-001,0.04084614472912007,0.00048828125,0.0,0.0013671875,0.0068359375,True,True,True,True
drugs,GPT-Schema,QWK_Oracle,11,0.8227865435653535,0.78,0.8523748395378691,0.7673031026252983,Emb-on-Manual+Gemini-embedding-001,0.055483440940055195,0.00048828125,0.0,0.0013671875,0.0068359375,True,True,True,True
drugs,Manual,QWK_Oracle,11,0.8585068406136919,0.8295454545454546,0.8974668275030157,0.7673031026252983,Emb-on-Manual+Gemini-embedding-001,0.09120373798839354,0.00048828125,0.0,0.0013671875,0.0068359375,True,True,True,True
weapon,GPT-Free,AP_b0,11,0.7329191561687292,0.6109070878064996,0.7862363986722191,0.7066703810383168,Emb-on-Manual+BGE-M3,0.02624877513041235,0.13916015625,0.0,0.13916015625,1.0,False,False,False,True
weapon,GPT-Law,AP_b0,11,0.7331210964723929,0.6050589197668172,0.8166476693073632,0.7066703810383168,Emb-on-Manual+BGE-M3,0.026450715434076066,0.07373046875,0.0,0.07940204326923077,1.0,False,False,False,True
weapon,Raw-Facts,AP_b0,11,0.741298618298604,0.6818613531467941,0.7995871970963272,0.7066703810383168,Emb-on-Manual+BGE-M3,0.03462823726028719,0.0048828125,0.0,0.005696614583333334,0.068359375,True,True,False,True
weapon,Hybrid-Full,AP_b0,11,0.7832198121124185,0.67583076044451,0.8690104906604182,0.7066703810383168,Emb-on-Manual+BGE-M3,0.07654943107410173,0.00341796875,0.0,0.004350142045454546,0.0478515625,True,True,True,True
weapon,Hybrid-Manual,AP_b0,11,0.8029273144267073,0.6419687351787657,0.8875670148465158,0.7066703810383168,Emb-on-Manual+BGE-M3,0.09625693338839048,0.00341796875,0.0,0.004350142045454546,0.0478515625,True,True,True,True
weapon,GPT-Schema,AP_b0,11,0.8069064847042653,0.6559123180928341,0.8729324562284609,0.7066703810383168,Emb-on-Manual+BGE-M3,0.10023610366594848,0.00244140625,0.0,0.003797743055555555,0.0341796875,True,True,True,True
weapon,Manual,AP_b0,11,0.8270154614023242,0.68657404212615,0.8981750655145195,0.7066703810383168,Emb-on-Manual+BGE-M3,0.12034508036400737,0.00146484375,0.0,0.0025634765625,0.0205078125,True,True,True,True
weapon,Raw-Facts,AP_b1,11,0.8455833840857602,0.8119768451430724,0.8947333079700746,0.79847467661681,Emb-on-GPT-Law+Gemini-embedding-001,0.04710870746895013,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
weapon,GPT-Law,AP_b1,11,0.8468743250511248,0.7453894687587286,0.8883003660151911,0.79847467661681,Emb-on-GPT-Law+Gemini-embedding-001,0.04839964843431477,0.00341796875,0.0,0.00341796875,0.0478515625,True,True,True,True
weapon,GPT-Free,AP_b1,11,0.8641232037878352,0.7917248056593247,0.9028501738172904,0.79847467661681,Emb-on-GPT-Law+Gemini-embedding-001,0.0656485271710252,0.0009765625,0.0,0.0012428977272727273,0.013671875,True,True,True,True
weapon,Hybrid-Manual,AP_b1,11,0.875546630230335,0.780825055934985,0.9282572785407912,0.79847467661681,Emb-on-GPT-Law+Gemini-embedding-001,0.07707195361352492,0.00244140625,0.0,0.0026292067307692305,0.0341796875,True,True,True,True
weapon,GPT-Schema,AP_b1,11,0.878552026135068,0.7333492898332388,0.9254066830385856,0.79847467661681,Emb-on-GPT-Law+Gemini-embedding-001,0.08007734951825796,0.00244140625,0.0,0.0026292067307692305,0.0341796875,True,True,True,True
weapon,Hybrid-Full,AP_b1,11,0.885263002726641,0.8088908863744857,0.9254473540696164,0.79847467661681,Emb-on-GPT-Law+Gemini-embedding-001,0.086788326109831,0.00048828125,0.0,0.000759548611111111,0.0068359375,True,True,True,True
weapon,Manual,AP_b1,11,0.8978327080929124,0.79716181766494,0.9386392746999166,0.79847467661681,Emb-on-GPT-Law+Gemini-embedding-001,0.09935803147610234,0.0009765625,0.0,0.0012428977272727273,0.013671875,True,True,True,True
weapon,GPT-Free,F1_CV_b0,11,0.7022705509229495,0.6597938144329897,0.7755102040816326,0.7047619047619048,Emb-on-GPT-Law+Gemini-embedding-001,-0.002491353838955268,0.71142578125,0.0,0.71142578125,1.0,False,False,False,True
weapon,GPT-Law,F1_CV_b0,11,0.7124700867979038,0.6129032258064516,0.7659574468085106,0.7047619047619048,Emb-on-GPT-Law+Gemini-embedding-001,0.0077081820359989894,0.259765625,0.0,0.33061079545454547,1.0,False,False,False,True
