verdict_1,verdict_2,GT,model_score,raw
SH-16-04-30406-325,ME-16-02-59812-881,1,15.0,"אנתח את הדמיון המהותי בין שני התיקים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א) - החזקה בלבד
- תיק 2: 144(ב) - סחר בנשק (מכירה פעילה)
- הבדל מהותי וקריטי בחומרה ובאופי העבירה

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: מחזיק פסיבי של נשק ברכב
- תיק 2: סוחרת פעילה שמכרה נשק תפקודי תמורת כסף, מאבטחת שניצלה את תפקידה
- הבדל דרמטי במעורבות ובאשמה המוסרית

**3. שיטת הביצוע:**
- תיק 1: החזקה ברכב, רכישה
- תיק 2: מכירה מתוכננת, זיוף דיווח על שוד, שיבוש הליכי משפט
- דפוסים שונים לחלוטין

**4. נסיבות הליבה:**
- תיק 1: תת-מקלע מאולתר + אקדח, מחסניות ריקות (0 כדורים)
- תיק 2: אקדח תפקודי עם 20 כדורים, נמכר לצורך פלילי, קשור לסמים
- נסיבות מחמירות משמעותיות בתיק 2

**5. ישימות כתקדים:**
- תיק 1 (החזקה פסיבית) כמעט לעולם לא יהווה תקדים לתיק 2 (סחר פעיל)
- ההלכה הפסוקה מבחינה בבירור בין 144(א) ל-144(ב)
- עבירות נוספות בתיק 2 (מסירת ידיעה כוזבת, שיבוש משפט) מחמירות עוד יותר

**מסקנה:** אלו שני תיקים שונים מהותית בכל הפרמטרים המשפטיים המרכזיים.

SIMILARITY_SCORE: 15"
ME-16-05-25902-514,ME-16-11-56385-886,3,45.0,SIMILARITY_SCORE: 45
ME-18-06-36728-73,ME-16-09-398-589,3,78.0,SIMILARITY_SCORE: 78
SH-17-10-10556-234,ME-16-11-13999-863,1,35.0,SIMILARITY_SCORE: 35
SH-17-10-10556-234,m08000207-175,1,35.0,SIMILARITY_SCORE: 35
SH-18-06-11098-353,ME-16-03-54615-517,1,15.0,SIMILARITY_SCORE: 15
ME-17-05-633-549,ME-19-04-1316-977,3,72.0,SIMILARITY_SCORE: 72
ME-16-04-12480-812,ME-13-10-28139-807,3,72.0,SIMILARITY_SCORE: 72
ME-17-05-633-549,ME-09-05-16192-355,1,28.0,"# ניתוח השוואתי

## 1. סוג העבירה וחומרתה
- **תיק 1**: 144(א)+144(ב) + **סחר בנשק** (מכירה/רכישה פעילה)
- **תיק 2**: 144(ב) בלבד (נשיאה/הובלה)
- **פער מהותי**: תיק 1 כולל ממד מסחרי חמור בהרבה

## 2. תפקיד הנאשם
- **תיק 1**: **סוחר פעיל** - רכש תת-מקלע ב-7,000₪, מכר אקדח ב-14,000₪, מטרה: ""בצע כסף""
- **תיק 2**: **מוביל/נושא** - נתפס עם נשק ברכב, ניסה להימלט
- **פער**: יזם מסחרי לעומת מחזיק/מוביל

## 3. שיטת ביצוע (MO)
- **תיק 1**: פעילות מתוכננת, רכישה ומכירה, הסתרה (""מוסלק-מוסתר"")
- **תיק 2**: נסיעה עם נשק ברכב, תגובה ספונטנית (מילוט)
- **שוני**: תכנון מסחרי לעומת אירוע חד-פעמי

## 4. נסיבות הליבה
- **תיק 1**: 
  - 2 פריטי נשק (אקדח + תת-מקלע)
  - ""מאות כדורים"" + 2 מחסניות
  - נשק מפורק/מאולתר
  - פרק זמן ממושך (2013-2015)
  
- **תיק 2**:
  - 1 תת-מקלע
  - 10 כדורים בלבד
  - נשק מוכן לשימוש
  - אירוע נקודתי

## 5. ישימות כתקדים
- תיק 1 הוא **תיק סחר בנשק** עם נסיבות מחמירות (מסחר, רווח, כמויות)
- תיק 2 הוא **תיק הובלה בסיסי** ללא ממד מסחרי
- בית משפט יתייחס לתיק 1 כחמור פי כמה בשל הסחר
- **הבדל מהותי בפרופיל העבריין ובחומרת המעשה**

SIMILARITY_SCORE: 28"
ME-16-05-336-804,ME-15-12-39071-113,1,25.0,SIMILARITY_SCORE: 25
