verdict,text,part
SH-15-07-3869-137,"ת""פ 3869-07-15 מדינת ישראל נ' עמיאל ואח'",בית משפט השלום בירושלים
SH-15-07-3869-137,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), 7(ג), 13, 19",חקיקה שאוזכרה:
SH-15-07-3869-137,"חוק העונשין, תשל""ז-1977: סע'  29, 31",חקיקה שאוזכרה:
SH-15-07-3869-137,"חוק פיקוח על בתי ספר, תשכ""ט-1969: סע'  8, 16, 16(ב) (2), 16(ב)(3)",חקיקה שאוזכרה:
SH-15-07-3869-137,"1.	הנאשמת הודתה והורשעה בכתב אישום מתוקן בשתי עבירות של סיוע לסחר בסמים לפי סעיפים 13 ו-19 לפקודת הסמים המסוכנים [נוסח חדש] התשלג-1973 (להלן: פקודת הסמים) בצירוף סעיף 31 לחוק העונשין התשל""ז- 1977(להלן: חוק העונשין), וכן באישום אחד של החזקת סם שלא לצריכה עצמית בצוותא חדא עם נאשם 1, בהתאם לסעיפים 7(א) ו-7(ג) רישא לפקודת הסמים וסעיף 29 לחוק העונשין. ההודאה באה בעקבות הסדר טיעון בין הצדדים אשר כלל תיקון של כתב האישום ללא הסכמה לעניין העונש. נאשם 1 בתיק, בן זוגה של נאשמת 2, הודה במסגרת הסדר בשישה אישומים של סחר בסמים ובהחזקת סם שלא לצריכה עצמית. מדובר בעסקאות מכירה של סם מסוג קנבוס לסוכן משטרתי. בשניים מבין אישומים אלה הודתה הנאשמת בסיוע למכירה, בכך שלאחר תיאום פרטי העסקה בין הסוכן לבין נאשם 1, הנאשמת היא שנפגשה עם הסוכן, מסרה לו את הסם וקיבלה ממנו את התשלום. באישום הראשון בו הודתה הנאשמת בסיוע למכירה נמכר סם במשקל כ-13 גרם תמורת 1,500 ₪. באישום השני בו הודתה נמכרה כמות של כ-10 גרם תמורת 1,200 ₪. כמות הסם באישום ההחזקה שלא לשימוש עצמי עמדה על כ-50 גרם סם מסוג קנביס.",גזר דין לנאשמת 2
SH-15-07-3869-137,"2.	בהסדר הטיעון הוסכם בין הצדדים כי הנאשמת תישלח לשירות המבחן אשר יבחן גם את שאלת ההרשעה. כמו כן נוסחו עובדות מוסכמות לפיהן הנאשמת מעולם לא יצרה קשר או באה במגע עם הסוכן עד מסירת הסם, והנאשמת נפגשה עם הסוכן לפי בקשת בן זוגה נאשם 1, לאחר שהוא תיאם עם הסוכן את מועד המפגש, כמות הסם ומחירו. עוד הוסכם בהסדר כי הנאשמת תסכים לחילוט סכום של 9,600 ₪ שנמצא בדירה ומהווה שכר עבודתה כמלצרית, ובנוסף לא תתנגד לחילוט יתרת הכסף שנתפס בדירה.",גזר דין לנאשמת 2
SH-15-07-3869-137,"3.	שירות המבחן הגיש תסקיר אודות הנאשמת. על פי התסקיר הנאשמת סיימה עתה שנה שניה בלימודיה במכללת דוד ילין. היא נטלה אחריות לעבירות בהן הודתה, ואף הסבירה את הרקע לכך – לאחר שנאמר לה כי הקונה סובל ממחלה ומכאבים. עוד בתקופת מעצר הבית בו היתה נתונה החלה הנאשמת טיפול במסגרת המכון הירושלמי לטיפול בבעיות סמים והיא משתפת פעולה ומגוייסת לטיפול. קצינת המבחן סקרה את קורותיה של הנאשמת והעריכה כי היא בעלת מוטיבציה לחזור לחיים תקינים. לפיכך המליצה על ביטול הרשעתה של הנאשמת, והטלת צו מבחן ועונש מוחשי של של""צ נרחב.",גזר דין לנאשמת 2
SH-15-07-3869-137,"4.	ב""כ המאשימה ציין לזכותה של הנאשמת את העדרו של עבר פלילי, לקיחת האחריות והחיסכון בזמן שיפוטי. מאידך טען כי במעשיה פגעה בערכים מוגנים של שלמות גופו ונפשו של אדם וציין את הפגיעה לא רק במשתמשים בסמים אלא במעגלים רחבים יותר. התובע עמד על כך שעל אף העובדות עליהן הסכימו הצדדים, שלפיהן הנאשמת לא היתה במגע עם הסוכן, היא אינה שה תמים. הוא טען למתחם ענישה שבין שלושה לשישה חודשי מאסר לאישומי הסחר, ובין שישה לשנים עשר חודשים לעבירת החזקת הסם, מתוך הבנה שגם בעבירה זו חלקה של הנאשמת קטן מחלקו של נאשם 1. לאור העדר העבר והתסקיר החיובי ביקש התובע להטיל על הנאשמת עונש ברף התחתון של המתחם ולחפוף בין האישומים, ובסך הכל ביקש עונש של שישה חודשי מאסר בפועל, מאסר על תנאי וחילוט.",גזר דין לנאשמת 2
SH-15-07-3869-137,"בנוגע להרשעה טען ב""כ המאשימה כי הנאשמת אינה עומדת בתנאים שנקבעו בהלכת כתב וביקש להשאיר על כנה את ההרשעה.",גזר דין לנאשמת 2
SH-15-07-3869-137,"5.	ב""כ הנאשמת ביקש לבטל את הרשעתה של הנאשמת, לקבל את המלצת שירות המבחן ולהטיל עליה עונש של של""צ ופיקוח שירות המבחן. הוא הציג מסמכים על כך שהנאשמת סיימה שניה שניה של לימודים במכללת דוד ילין בהתמחות לחינוך מיוחד וחינוך לגיל הרך. כמו כן הגיש תעודת שחרור ותעודת הצטיינות מצה""ל וכן מסמכים המעידים על מצב רפואי של בת משפחה של הנאשמת.",גזר דין לנאשמת 2
