verdict_1,verdict_2,GT,model_score,raw
SH-16-04-30406-325,ME-16-02-59812-881,1,25.0,SIMILARITY_SCORE: 25
ME-16-05-25902-514,ME-16-11-56385-886,3,35.0,SIMILARITY_SCORE: 35
ME-18-06-36728-73,ME-16-09-398-589,3,42.0,"# ניתוח השוואתי

## 1. סוג העבירה וחומרתה
- **תיק 1**: פציעה (סעיף 334) + נשיאת נשק 144(ב)
- **תיק 2**: חבלה חמורה בנסיבות מחמירות (סעיף 333 + 335) + נשיאת נשק 144(ב)
- **הערכה**: שוני מהותי - 334 לעומת 333+335 הם רמות חומרה שונות משמעותית

## 2. תפקיד הנאשם ומעורבותו
- **שני התיקים**: יורה ישיר, מעורבות פעילה מלאה
- **הערכה**: זהות מלאה

## 3. שיטת הביצוע (MO)
- **תיק 1**: ירי ממרחק קצר מאוד, כדור אחד, הסתרת נשק תחת חולצה, איומים מילוליים
- **תיק 2**: ירי ממרחק ~10 מטר, תקיפת הפתעה, שותף נוסף
- **הערכה**: דמיון חלקי בשימוש באקדח, אך שוני בדפוס הביצוע

## 4. נסיבות הליבה
- **שני התיקים**: ירי יחיד, פגיעה ברגל (ירך/שוק), רקע של סכסוך קודם
- **תיק 1**: תכנון מוקדם (הגיע לאתר את המתלונן)
- **תיק 2**: נסיבות מחמירות מוכרות (335), פציעה חמורה יותר
- **הערכה**: דמיון בסיסי, אך שוני בחומרה ובנסיבות המחמירות

## 5. ישימות כתקדים
- שני התיקים כוללים 144(ב) - רלוונטי
- השוני בין 334 ל-333+335 מהותי מדי לתקדים ענישה ישיר
- תיק 2 חמור יותר באופן משמעותי

SIMILARITY_SCORE: 42"
SH-17-10-10556-234,ME-16-11-13999-863,1,35.0,SIMILARITY_SCORE: 35
SH-17-10-10556-234,m08000207-175,1,25.0,SIMILARITY_SCORE: 25
SH-18-06-11098-353,ME-16-03-54615-517,1,25.0,SIMILARITY_SCORE: 25
ME-17-05-633-549,ME-19-04-1316-977,3,88.0,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

## 1. סוג העבירה וחומרתה
- **תיק 1**: סחר בנשק (144(ב2)), רכישה (144(ג)), החזקה (144(א)) - **3 כלי נשק** + מאות כדורים
- **תיק 2**: סחר בנשק (144(ב2)), ניסיון לסחר - **תת מקלע קרלו** + **900-1,100 כדורים**
- **דמיון גבוה**: שניהם עבירות סחר בנשק (144(ב2)) - העבירה החמורה ביותר בתחום

## 2. תפקיד הנאשם ומעורבותו
- **תיק 1**: סוחר פעיל - רכש, החליף, מכר נשק במספר עסקאות לאורך שנתיים (2013-2015)
- **תיק 2**: סוחר פעיל - יזם עסקאות, פנה לרוכש, תיאם פגישות, הציע נשק נוסף
- **דמיון מלא**: שניהם סוחרים יזומים ופעילים

## 3. שיטת הביצוע (MO)
- **תיק 1**: עסקאות כספיות (7,000-14,000 ש""ח), החלפת נשק, מעורבות שותפים
- **תיק 2**: עסקאות כספיות (17,000-19,000 ש""ח), מסירה ברכב, תשלום במזומן
- **דמיון גבוה**: שניהם סחר מסחרי מתוכנן עם תמורה כספית משמעותית

## 4. נסיבות הליבה
- **תיק 1**: 3 כלי נשק (כולל קרלו מאולתר) + מאות כדורים + מחסניות
- **תיק 2**: קרלו מאולתר + 900 כדורים בפועל + 1,100 בניסיון
- **דמיון גבוה מאוד**: כמויות דומות, אותו סוג נש"
ME-16-04-12480-812,ME-13-10-28139-807,3,58.0,"# ניתוח דמיון מהותי בין התיקים

## 1. סוג העבירה וחומרתה
- **שני התיקים**: ניסיון חבלה חמורה בנסיבות מחמירות (סעיף 335) + עבירות נשק (144)
- **דמיון גבוה מאוד** בסוג העבירה והחומרה המשפטית

## 2. תפקיד הנאשם ומעורבותו
- **תיק 1**: יזם פעיל, ביצע 3 אירועים נפרדים, תכנון והכנה מוקדמת
- **תיק 2**: אירוע בודד, ספונטני יחסית
- **הבדל משמעותי** בהיקף המעורבות והתמדה פלילית

## 3. שיטת הביצוע (MO)
- **תיק 1**: תת-מקלע מאולתר, 14 יריות בסך הכל, הסוואת זהות, הסתרת נשק במכולה/זחל
- **תיק 2**: אקדח, מספר יריות לא מוגדר, ללא הסוואה מיוחדת
- **דמיון חלקי** - שניהם ירי לעבר אדם/רכב, אך שונים באמצעים ובתחכום

## 4. נסיבות הליבה
- **שניהם**: מניע אישי (חוב כספי/סכסוך שכנים), ירי לעבר בית/רכב, לא נגרמה פגיעה פיזית בפועל
- **הבדל מהותי**: תיק 1 - ריבוי אירועים, תכנון, 144(ב) נוסף על 144(א); תיק 2 - אירוע בודד, 144(א) בלבד
- **דמיון בסיסי** בנסיבות, אך **הבדל משמעותי** בהיקף

## 5. ישימות כתקדים
- שני התיקים עוסקים בירי במסגרת סכסוכים אישיים עם ניסיון חבלה חמורה
- **אולם**: תיק 1 חמור משמעותית יותר (ריבו"
ME-17-05-633-549,ME-09-05-16192-355,1,35.0,SIMILARITY_SCORE: 35
ME-16-05-336-804,ME-15-12-39071-113,1,35.0,SIMILARITY_SCORE: 35
