verdict_1,verdict_2,GT,model_score,raw
ME-16-07-11608-225,ME-22-12-47987-640,1,35.0,"אנתח את הדמיון המהותי בין שני התיקים:

**1. סוג העבירה וחומרתה:**
- תיק 1: החזקה שלא לצריכה עצמית + סחר + יבוא/סחר (עבירות מרובות)
- תיק 2: החזקה שלא לצריכה עצמית בלבד
- הבדל משמעותי בהיקף העבירות

**2. סוג הסם וכמותו:**
- תיק 1: לא צוין סוג או כמות
- תיק 2: קטמין 700 גרם נטו (כמות משמעותית)
- אי אפשר להשוות ללא נתונים

**3. שיטת הביצוע:**
- תיק 1: מעורבות ביבוא/סחר, לא בעל הסמים (תפקיד משני?)
- תיק 2: מכירה לסוכן, בעל הסמים (תפקיד ישיר)
- הבדל מהותי בתפקיד ובאופן הביצוע

**4. נסיבות הליבה:**
- תיק 1: עבירות נלוות קיימות, מעורבות ביבוא
- תיק 2: אין עבירות נלוות, מכירה ישירה לסוכן
- נסיבות שונות מהותית

**5. ישימות כתקדים:**
- הבדלים משמעותיים בהיקף העבירות, תפקיד הנאשם, ונסיבות
- דמיון חלקי בלבד בעבירת ההחזקה הבסיסית

SIMILARITY_SCORE: 35"
ME-16-11-63255-338,ME-18-01-73652-357,1,42.0,"# ניתוח השוואתי מהותי

## 1. סוג העבירה וחומרתה
- **תיק 1**: החזקה + סחר + כלים, מגוון רחב של סמים קשים
- **תיק 2**: סחר בקוקאין בלבד
- **הערכה**: חפיפה חלקית (שניהם כוללים סחר), אך תיק 1 מורכב יותר

## 2. סוג הסם וכמותו
- **תיק 1**: 
  - קוקאין: 52.616 גרם
  - MDMA: 1,651 טבליות
  - LSD: 154 בולים
  - קנבוס: 1,255.48 גרם
  - חשיש: 689.77 גרם
- **תיק 2**: קוקאין בלבד - 69.09 גרם סה""כ (20.09 + 49)
- **הערכה**: כמות קוקאין דומה, אך תיק 1 כולל מגוון רחב של סמים קשים נוספים

## 3. שיטת הביצוע (MO)
- **תיק 1**: מעבדה, לא בעל הסמים (תפקיד משני?)
- **תיק 2**: מכירה ישירה לסוכן סמוי, בעל הסמים
- **הערכה**: שוני מהותי - מעבדה מול מכירה רחוב, תפקידים שונים

## 4. נסיבות הליבה
- **תיק 1**: מעבדה (נסיבה מחמירה), עבירות נלוות, תפקיד לא ברור
- **תיק 2**: מכירה לסוכן (הוכחה ישירה), אין עבירות נלוות, בעל ישיר
- **הערכה**: הבדלים מהותיים בנסיבות

## 5. ישימות כתקדים
- שניהם עוסקים בסחר בסמים קשים (קוקאין)
- כמויות קוקאין דומות
- **אך**: הבדלים מהותיים במורכבות (מעבדה מול מכירה פשוטה), תפקיד, ומגוון הסמ"
ME-16-12-26620-433,ME-16-06-6788-21,3,35.0,SIMILARITY_SCORE: 35
ME-17-01-59971-328,ME-14-01-16958-980,3,78.0,SIMILARITY_SCORE: 78
ME-17-01-620-279,ME-16-12-19902-389,3,75.0,SIMILARITY_SCORE: 75
ME-17-03-30876-747,SH-23-02-41988-839,1,42.0,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- **תיק 1**: ייצור + סחר (מעבדה = חומרה גבוהה מאוד)
- **תיק 2**: החזקה + סחר + יבוא (ללא ייצור)
- **הערכה**: חפיפה חלקית בסחר, אך תיק 1 חמור יותר משמעותית בשל הייצור

## 2. סוג הסם וכמותו
- **תיק 1**: לא צוין (אך מעבדה מרמזת על ייצור בהיקף)
- **תיק 2**: סמים קשים מגוונים בכמויות קטנות-בינוניות (קוקאין, MDMA, קטמין)
- **הערכה**: חוסר מידע בתיק 1 מקשה, אך מעבדה בדרך כלל = היקף גדול יותר

## 3. שיטת ביצוע (MO)
- **תיק 1**: ייצור במעבדה (תכנון, מקצועיות, תשתית)
- **תיק 2**: יבוא + החזקה (ללא ייצור עצמי)
- **הערכה**: שוני מהותי בדפוס הפעילות

## 4. נסיבות הליבה
- **משותף**: שניהם בעלי סמים, עבירות נלוות, ללא מכירה לסוכן
- **שונה**: מעבדה (תיק 1) vs. יבוא (תיק 2) - נסיבות מחמירות שונות

## 5. ישימות כתקדים
- חפיפה בסחר, אך הייצור במעבדה (תיק 1) מהווה נסיבה מחמירה ייחודית
- בתי משפט רואים ייצור כחמור יותר מיבוא/החזקה

**SIMILARITY_SCORE: 42**"
ME-17-03-30876-747,ME-17-01-59971-328,3,85.0,SIMILARITY_SCORE: 85
ME-17-04-17677-800,ME-14-01-16958-980,3,42.0,"# ניתוח דמיון מהותי בין התיקים

## 1. סוג העבירה וחומרתה
- **תיק 1**: ייצור (גידול) + החזקה שלא לצריכה עצמית
- **תיק 2**: ייצור + סחר + החזקת כלים
- **הערכה**: דמיון גבוה - שניהם עבירות ייצור עם מעבדה, אך תיק 2 כולל גם סחר מפורש

## 2. סוג הסם וכמותו
- **תיק 1**: קנבוס, 235 עציצים, שווי מיליוני ₪ - כמות משמעותית
- **תיק 2**: חסר מידע קריטי על סוג הסם וכמותו
- **הערכה**: לא ניתן להשוות - חוסר מידע מהותי

## 3. שיטת ביצוע (MO)
- **תיק 1**: מעבדת גידול מאורגנת, שלבי צמיחה שונים
- **תיק 2**: מעבדה (ללא פרטים)
- **הערכה**: דמיון חלקי - שניהם מעבדה, אך חסרים פרטים בתיק 2

## 4. נסיבות הליבה
- **תיק 1**: תכנון, ארגון, שווי גבוה, עבירות נלוות
- **תיק 2**: עבירות נלוות, אך חסר מידע על היקף ותכנון
- **הערכה**: דמיון חלקי

## 5. ישימות כתקדים
- חוסר המידע בתיק 2 (סוג סם, כמות) מקשה על השוואה משפטית מהותית
- ללא ידיעת סוג הסם בתיק 2, לא ניתן לקבוע רלוונטיות תקדימית אמיתית

**SIMILARITY_SCORE: 42**"
ME-18-02-5680-55,ME-22-04-7867-732,1,25.0,SIMILARITY_SCORE: 25
ME-18-02-5680-55,ME-15-11-31122-886,2,62.0,"אנתח את הדמיון המהותי בין שני התיקים:

**1. סוג העבירה וחומרתה:**
- שניהם: עבירות סחר בסמים מסוכנים
- שניהם: ללא עבירות נלוות
- דמיון גבוה ✓

**2. סוג הסם וכמותו:**
- שניהם: MDMA (אקסטזי) - אותו סם בדיוק ✓
- כמות תיק 1: 8,363 כדורים (כ-1,672 גרם בהנחת 200 מ""ג לכדור)
- כמות תיק 2: 199.33 גרם
- **פער משמעותי**: תיק 1 כולל כמות גדולה פי 8-9 לפחות
- הבדל בסדר גודל ✗

**3. שיטת הביצוע:**
- שניהם: החזקה (לא מכירה לסוכן, לא מעבדה)
- דפוס דומה ✓

**4. נסיבות הליבה:**
- שניהם: ""לא בעל הסמים"" - מעורבות משנית/אחזקה עבור אחרים
- נסיבה משמעותית זהה ✓✓

**5. ישימות כתקדים:**
- אותו סם, אותו תפקיד, אותו מצב משפטי בסיסי
- אך הפער הכמותי משמעותי לעניין גזר הדין
- רלוונטיות חלקית

**מסקנה:**
דמיון מהותי בסוג הסם, העבירה והתפקיד, אך פער משמעותי בכמות המשפיע על חומרת העבירה ועל הענישה הצפויה.

SIMILARITY_SCORE: 62"
ME-18-04-16826-842,ME-16-12-19902-389,3,95.0,SIMILARITY_SCORE: 95
ME-18-04-46786-521,ME-16-06-6788-21,2,35.0,SIMILARITY_SCORE: 35
ME-18-04-46786-521,ME-16-12-26620-433,1,82.0,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- **שני התיקים**: החזקה שלא לצריכה עצמית + סחר + יבוא/סחר
- **זהות מלאה** בסוג העבירות המיוחסות
- **ציון: 100/100**

## 2. סוג הסם וכמותו
- **תיק 1**: 31,243 טבליות MDMA (משקל לא מפורט, אך בהנחת ~0.3 גרם לטבליה = כ-9,400 גרם) + 0.9 גרם קנאביס זניח
- **תיק 2**: 1,820 גרם MDMA + 888 גרם קוקאין
- **הבדלים**: 
  - תיק 1: כמות MDMA עצומה יותר (פי 5 לערך)
  - תיק 2: מגוון סמים (קוקאין נוסף)
  - שניהם: סמים קשים בכמויות מסחריות משמעותיות
- **ציון: 75/100** (אותו סם מרכזי, שני סדרי גודל שונים אך שניהם מסחריים)

## 3. שיטת הביצוע (MO)
- **שני התיקים**: יבוא סמים (לא מעבדה מקומית)
- **זהות בדפוס** הפעילות העיקרי
- **ציון: 95/100**

## 4. נסיבות הליבה
- **שני התיקים**: תפקיד ""לא בעל הסמים"" (שליח/מבריח/מחזיק עבור אחרים)
- **הבדל**: תיק 1 כולל עבירות נלוות, תיק 2 לא
- **ציון: 80/100**

## 5. ישימות כתקדים
- **רלוונטיות גבוהה**: שני תיקי יבוא MDMA בכמויות מסחריות, תפקיד דומה
- **הבדל משמעותי**: פער בכמויות עשוי להשפיע על טווח העונש
- **ציון: 80/100**

--"
ME-18-08-58591-978,ME-16-06-6788-21,1,15.0,"בואי ננתח את הדמיון המהותי בין שני התיקים:

**1. סוג העבירה וחומרתה:**
- תיק 1: ייצור, סחר, כלים - עבירות חמורות ביותר
- תיק 2: החזקה שלא לצריכה עצמית - עבירה פחות חמורה משמעותית
- **פער משמעותי בחומרה**

**2. סוג הסם וכמותו:**
- תיק 1: קוקאין בכמות גדולה (1,029 גרם) + 106 שתילי קנבוס - כמויות המעידות על סחר
- תיק 2: לא צוין סוג או כמות
- **אין אפשרות להשוואה**

**3. שיטת הביצוע (MO):**
- תיק 1: הפעלת מעבדה, ייצור פעיל, סחר
- תיק 2: החזקה בלבד, ללא מעבדה
- **שוני מהותי בדפוס הפעילות**

**4. נסיבות הליבה:**
- תיק 1: מעבדה, תכנון, בעלות על הסמים, נסיבות מחמירות
- תיק 2: אינו בעל הסמים, ללא מעבדה
- **נסיבות שונות לחלוטין**

**5. ישימות כתקדים:**
- התיקים שונים בסוג העבירה, בחומרה, בתפקיד הנאשם ובנסיבות
- בית משפט לא יראה בתיק 1 תקדים רלוונטי לתיק 2

SIMILARITY_SCORE: 15"
ME-19-01-68942-383,ME-16-06-6788-21,3,100.0,SIMILARITY_SCORE: 100
ME-19-01-68958-71,ME-16-06-6788-21,3,100.0,SIMILARITY_SCORE: 100
ME-19-02-45480-398,ME-17-03-30876-747,3,95.0,SIMILARITY_SCORE: 95
ME-19-02-45480-398,ME-17-04-17677-800,3,62.0,"# ניתוח דמיון מהותי בין התיקים

## 1. סוג העבירה וחומרתה
- **תיק 1**: ייצור + סחר
- **תיק 2**: ייצור + החזקה שלא לצריכה עצמית
- **הערכה**: דמיון גבוה - שניהם עוסקים בייצור בהיקף מסחרי (לא צריכה עצמית)

## 2. סוג הסם וכמותו
- **תיק 1**: לא מפורט
- **תיק 2**: קנבוס, 235 עציצים, שווי מיליוני ₪
- **הערכה**: חוסר מידע מהותי בתיק 1 מונע השוואה מדויקת

## 3. שיטת הביצוע (MO)
- **שניהם**: הפעלת מעבדה/מתקן ייצור
- **הערכה**: דמיון מלא - שניהם כוללים תשתית ייצור מאורגנת

## 4. נסיבות הליבה
- **שניהם**: מעבדה פעילה, עבירות נלוות, תפקיד מרכזי (בעלות)
- **הערכה**: דמיון גבוה מאוד בנסיבות המבניות

## 5. ישימות כתקדים
- היעדר פירוט בתיק 1 (סוג סם, כמות, פרטי סחר) מקשה על שימוש כתקדים מדויק
- הדמיון המבני (מעבדה + תפקיד מרכזי + עבירות נלוות) חזק
- אך חוסר המידע על היקף וסוג הסם פוגע ברלוונטיות

**SIMILARITY_SCORE: 62**"
ME-19-02-45480-398,ME-19-04-14578-148,3,85.0,SIMILARITY_SCORE: 85
ME-19-04-14488-104,ME-19-04-14578-148,3,95.0,SIMILARITY_SCORE: 95
