verdict_1,verdict_2,GT,model_score,raw
ME-17-05-633-549,ME-19-04-1316-977,3,65,SIMILARITY_SCORE: 65
ME-16-05-25902-514,ME-16-11-56385-886,3,40,SIMILARITY_SCORE: 40
SH-18-06-11098-353,ME-16-03-54615-517,1,30,SIMILARITY_SCORE: 30
SH-17-10-10556-234,m08000207-175,1,30,SIMILARITY_SCORE: 30
SH-16-04-30406-325,ME-16-02-59812-881,1,25,"SIMILARITY_SCORE: 25  
**הסבר:**  
1. **סוג העבירה וחומרתה**: תיק 1 עוסק בהחזקת נשק (144א) לעומת תיק 2 שכולל סחר בנשק (144ב) + עבירות נוספות (דיווח כוזב, שיבוש הליכים) - הבדל מהותי בחומרת העבירה.  
2. **תפקיד הנאשם**: תיק 1 - החזקה פסיבית; תיק 2 - סוחר פעיל עם מטרה רווחית.  
3. **שיטת ביצוע**: תיק 1 - נשק מוסתר ברכב ללא תכנון; תיק 2 - תכנון כולל ה staged robbery, שימוש בעבודה ככיסוי.  
4. **נסיבות ליבה**: תיק 2 כולל כמות תחמושת גדולה יותר, ניסיון להטעיית"
SH-17-10-10556-234,ME-16-11-13999-863,1,45,"SIMILARITY_SCORE: 45  
**נימוקים:**  
1. **סוג העבירה:** שני התיקים כוללים 144(א) (החזקה), אך תיק 2 כולל גם 144(ב) (נשיאה/הובלה) - הבחנה מהותית שפוגעת בדמיון.  
2. **תפקיד הנאשם:** תיק 1 - החזקה פסיבית במרחק 100 מטר מהבית; תיק 2 - השתלבות בתנועה עם נשק (MO פעיל) + שותף לעבירה.  
3. **שיטת ביצוע:** תיק 1 - הסתרת נשק בזבל; תיק 2 - הובלה ברכב + התנהגות מבריחה משטרה (נסיעת הימלטות).  
4. **נסיבות:** תיק 2 כולל קליבר שונה ("
ME-18-06-36728-73,ME-16-09-398-589,3,85,SIMILARITY_SCORE: 85
ME-16-04-12480-812,ME-13-10-28139-807,3,55,SIMILARITY_SCORE: 55
ME-16-10-12213-904,ME-09-05-16192-355,3,65,SIMILARITY_SCORE: 65
ME-16-05-336-804,ME-15-12-39071-113,1,40,SIMILARITY_SCORE: 40
ME-17-05-633-549,ME-09-05-16192-355,1,45,"SIMILARITY_SCORE: 45  
**הסבר:**  
1. **סוג העבירה וחומרתה** — תיק 1 כולל העברות חמורות יותר (סחר + החזקה לפי 144א+144ב), בעוד תיק 2 מוגבל להובלה לפי 144ב בלבד.  
2. **תפקיד הנאשם** — תיק 1 עוסק בסוחר פעיל, בעוד תיק 2 עוסק בהובלה פסיבית ללא רמז לסחר.  
3. **שיטת ביצוע** — תיק 1 כולל תכנון, רכש והחלפת נשק, בעוד תיק 2 חסר תכנון וכולל ניסיון בריחה.  
4. **נסיבות ליבה** — תיק 1 כולל כמויות גדולות, רשת של מעורבים ותחמושת מופרדת, בעוד תיק 2 כולל נשק אחד עם"
ME-16-10-9348-780,SH-10-02-25802-731,1,35,SIMILARITY_SCORE: 35
ME-15-08-44579-251,ME-14-12-6904-57,2,55,SIMILARITY_SCORE: 55
ME-17-05-633-549,ME-16-03-54615-517,2,55,SIMILARITY_SCORE: 55
ME-16-05-25902-514,ME-12-05-33444-999,3,55,"SIMILARITY_SCORE: 55  
**הסבר:**  
- **סוג עבירה:** שני התיקים עוסקים בהחזקת נשק לפי סעיף 144(א), אך תיק 1 כולל גם נשיאה לפי 144(ב) — הבחנה משמעותית המשפיעה על רלוונטיות כתקדים.  
- **תפקיד הנאשם:** שני הנשואים היו בעלי שליטה ישירה על הנשק (לא שליחים/מתווכים), אך תיק 1 כולל נשיאה קבועה לעבודה — מעורבות נרחבת יותר.  
- **שיטת ביצוע:** שני המקרים כוללים הסתרת נשק (בית מול רכב), אך בדפוסים שונים (תיקים שונים ברכב מול החזקה במקלט).  
- **נסיבות:** תחמושת דומה (מחסניות), מטרה זהה (הגנה עצמית), ללא"
ME-20-01-62688-591,ME-16-09-398-589,3,75,SIMILARITY_SCORE: 75
ME-21-10-18557-340,SH-11-01-41775-497,1,40,SIMILARITY_SCORE: 40
ME-18-05-32659-754,ME-15-02-9111-399,2,40,SIMILARITY_SCORE: 40
ME-16-06-42987-901,ME-16-06-44840-433,3,55,"SIMILARITY_SCORE: 55  
**נימוקים:**  
1. **סוג העבירה וחומרתה** — שניהם עוסקים בנשיאה/החזקה של רימוני הלם במסגרת סכסוך, אך תיק 1 כולל נשק עם כדור בקנה (חמור יותר) ועבירות נוספות חמורות (חבלה, סמים, גניבה).  
2. **תפקיד הנאשם ומעורבותו** — שניהם מעורבים בפעולה ישירה, אך תיק 1 כולל ניסיון לירי ומעורבות בפשעים נוספים, מה שמעיד על מעורבות אגרסיבית יותר.  
3. **שיטת הביצוע (MO)** — דפוס דומה (קבלת נשק מאחר, זריקת רימון), אך תיק 1 כולל ניסיון לירי ללא הצלחה, מה שמעיד על סיכון"
SH-17-10-10556-234,m07001074-98,2,70,SIMILARITY_SCORE: 70
ME-16-05-336-804,ME-16-11-69158-529,3,70,SIMILARITY_SCORE: 70
ME-16-06-44840-433,SH-11-05-24791-315,1,45,SIMILARITY_SCORE: 45
SH-19-07-60805-168,ME-14-10-31218-522,1,45,"SIMILARITY_SCORE: 45  
**נימוק**: שני התיקים נוגעים להחזקה בלתי חוקית של נשק לפי סעיף 144(א), אך ההבחנות המרכזיות הן:  
1. **סוג נשק**: אקדח מותאם לירי כדורים מול רימון הלם/גז — חומרה שונה (אקדח נחשב לאיום ישיר יותר).  
2. **שיטת החזקה**: נשק מוסתר ברכב מול נשק על הגוף — דפוסי הסתרה שונים.  
3. **סיכון פוטנציאלי**: האקדח הכיל תחמושת מוכנה לירי, בעוד הרימון גרם לפגיעה עקיפה דרך קול.  
4. **הקשר המרחבי**: החזקת נשק ברכב מול שימוש בנשק במרחב פרטי (מרפסת).  
הדמיון בחומר"
sh-10-05-7434-952,ME-15-06-12109-344,1,30,SIMILARITY_SCORE: 30
ME-16-06-42987-901,ME-14-10-31218-522,1,40,"SIMILARITY_SCORE: 40  
**הסבר:**  
- **סוג העבירה:** תיק 1 (144ב - נשיאה/הובלה) שונה מהותית מתיק 2 (144א - החזקה בלבד), מה שמגביל את הדמיון.  
- **שימוש בנשק:** שני התיקים כוללים זריקת רימון, אך בתיק 1 יש ניסיון לירי והובלה של נשק מוכן לפעולה, בעוד בתיק 2 מדובר בהחזקה של רימון ספציפי (M7290) ללא רמז לניסיון לירות.  
- **עבירות נוספות:** תיק 1 כולל עבירות אלימות (חבלה, איומים, סמים וגניבה) שלא קיימות בתיק 2, מה שמעמיק את הפער בחומרה.  
- **تخطيط ומעורבות:** בת"
ME-16-02-18397-87,ME-20-01-62688-591,1,40,SIMILARITY_SCORE: 40
ME-16-08-44157-713,ME-15-11-45465-294,3,80,SIMILARITY_SCORE: 80
ME-16-06-44840-433,SH-09-05-9349-998,1,25,"SIMILARITY_SCORE: 25  
**נימוק**:  
1. **סוג העבירה**: שני התיקים כוללים החזקת נשק לפי 144(א), אך תיק 1 כולל גם נשיאת נשק (144(ב)) ועבירות נוספות של סיוע לתקיפה - הבדל מהותי בחומרה.  
2. **תפקיד הנאשם**: בתיק 1 יש מעורבות בתכנון, טמינה והעברת רימונים לתקיפה; בתיק 2 החזקה סטטית ב domicilio ללא רמז לתכנון.  
3. **שיטת ביצוע**: תיק 1 כולל דפוס של הסתרה והעברה בין אתרים; תיק 2 - אחסון סטטי במקפיא ובחדר.  
4. **נסיבות ליבה**: תיק 1 עוסק ברימונים תקינים למטרת ת"
ME-16-08-229-604,ME-16-05-19384-544,1,55,SIMILARITY_SCORE: 55
ME-16-05-25902-514,SH-17-08-47445-166,1,40,SIMILARITY_SCORE: 40
ME-17-08-28615-573,ME-16-05-336-804,2,45,SIMILARITY_SCORE: 45
ME-16-05-336-804,ME-14-12-6904-57,3,60,SIMILARITY_SCORE: 60
ME-15-12-39071-113,ME-09-11-7566-913,3,55,SIMILARITY_SCORE: 55
ME-19-04-1316-977,SH-11-05-24791-315,1,35,"SIMILARITY_SCORE: 35  
**נימוקים עיקריים:**  
1. **סוג עבירה:** תיק 1 (144ב - נשיאה/הובלה לסחר) שונה מהותית מתיק 2 (144א - החזקה בלבד).  
2. **כמות נשק:** תיק 1 כולל כמויות אדירות (900-1,100 כדורים, תת-מקלע מאולתר) לעומת 2 מחסניות בתיק 2.  
3. **תפקיד הנאשם:** בתיק 1 יש מעורבות פעילה בסחר ותכנון עסקה, בתיק 2 העבירה פסיבית ולא מתועדים מרכיבי מסחר.  
4. **MO:** הובלה ברכב בתיק 1 מול החזקה בבית בתיק 2.  
5. **הקשר משפטי:** הבחנה בין"
ME-15-12-39071-113,ME-13-02-28360-614,1,35,SIMILARITY_SCORE: 35
ME-15-06-12109-344,ME-12-04-33577-700,1,45,SIMILARITY_SCORE: 45
SH-19-07-60805-168,ME-20-01-17935-7,1,45,"SIMILARITY_SCORE: 45  
**הסבר:**  
- **סוג עבירה**: שני התיקים עוסקים בהחזקת נשק לפי סעיף 144(א), אך תיק 2 כולל גם נשיאה (144ב) ועבירות נוספות (הפרעה לשוטר), מה שמעמיס עליו.  
- **מעורבות**: תיק 1 - החזקה פאסיבית ברכב; תיק 2 - נשיאה על הגוף ומעורבות פעילה (בריחה, ירי באוויר).  
- **שיטת ביצוע**: הבדלים בדפוס (רכב מול גוף), סוג הנשק (אקדח מול תת-מקלע מאולתר), והיעדר תחמושת בתיק 2.  
- **נסיבות**: תיק 1 כולל תכנון מוסתר (מחסנית מוכנה), אך שניהם חסרי"
ME-16-02-59812-881,ME-22-03-52964-443,3,40,SIMILARITY_SCORE: 40
ME-20-01-62688-591,ME-17-05-35227-215,1,58,SIMILARITY_SCORE: 58
ME-16-06-64845-657,ME-12-03-13401-281,1,55,SIMILARITY_SCORE: 55
ME-15-12-39071-113,sh-10-05-7434-952,3,70,SIMILARITY_SCORE: 70
ME-19-01-53615-8,ME-16-11-69158-529,3,80,SIMILARITY_SCORE: 80
SH-14-02-28659-762,ME-16-05-19384-544,1,45,"SIMILARITY_SCORE: 45  
**נימוק**: שני התיקים עוסקים בהחזקת נשק (קרל גוסטב), אך ההבדלים מהותיים:  
1. **סוג עבירה**: תיק 1 הוא 144(א) בלבד (החזקה), בעוד תיק 2 כולל גם 144(ב) (נשיאה) ועבירות נוספות (סחר, ירי, ניסיון לחבלה).  
2. **מעורבות**: תיק 1 - החזקה פסיבית למטרת הגנה עצמית; תיק 2 - מעורבות פעילה (מכירה, ירי מכוון, תכנון פיגוע).  
3. **שימוש בנשק**: ב-2 הופעל ירי בזירה צבאית, בעוד ש-1 לא נגע בשימוש.  
4. **כמות תחמושת**: ס"
ME-16-05-19384-544,ME-16-03-54615-517,3,60,SIMILARITY_SCORE: 60
ME-20-01-62688-591,ME-22-03-52964-443,2,70,SIMILARITY_SCORE: 70
ME-17-04-613-913,ME-12-04-33577-700,1,40,SIMILARITY_SCORE: 40
