verdict_1,verdict_2,GT,model_score,raw
ME-17-01-620-279,ME-16-12-19902-389,3,85,"SIMILARITY_SCORE: 85
"
ME-17-03-30876-747,ME-17-01-59971-328,3,75,"SIMILARITY_SCORE: 75
"
ME-17-04-17677-800,ME-14-01-16958-980,3,75,"SIMILARITY_SCORE: 75
"
ME-16-07-11608-225,ME-22-12-47987-640,1,65,"SIMILARITY_SCORE: 65
"
ME-17-01-59971-328,ME-14-01-16958-980,3,75,"SIMILARITY_SCORE: 75
"
ME-16-11-63255-338,ME-18-01-73652-357,1,45,"
SIMILARITY_SCORE: 45
"
ME-16-12-26620-433,ME-16-06-6788-21,3,65,"SIMILARITY_SCORE: 65
"
ME-17-03-30876-747,SH-23-02-41988-839,1,28,"
SIMILARITY_SCORE: 28
"
ME-18-04-16826-842,ME-16-12-19902-389,3,75,"
SIMILARITY_SCORE: 75"
ME-18-04-46786-521,ME-16-06-6788-21,2,65,"
SIMILARITY_SCORE: 65
"
ME-19-01-68942-383,ME-16-06-6788-21,3,65,"SIMILARITY_SCORE: 65
"
ME-19-02-45480-398,ME-17-03-30876-747,3,75,"SIMILARITY_SCORE: 75
"
ME-18-08-58591-978,ME-16-06-6788-21,1,45,"
SIMILARITY_SCORE: 45
"
ME-18-02-5680-55,ME-15-11-31122-886,2,65,"
SIMILARITY_SCORE: 65
"
ME-18-04-46786-521,ME-16-12-26620-433,1,65,"
SIMILARITY_SCORE: 65
"
ME-19-02-45480-398,ME-19-04-14578-148,3,85,"SIMILARITY_SCORE: 85
"
ME-19-04-14488-104,ME-14-01-16958-980,3,75,"SIMILARITY_SCORE: 75
"
ME-19-04-14488-104,ME-21-03-10139-230,1,35,"
SIMILARITY_SCORE: 35"
ME-19-02-45480-398,ME-17-04-17677-800,3,75,"
SIMILARITY_SCORE: 75
"
ME-19-04-14578-148,ME-17-04-17677-800,3,75,"
SIMILARITY_SCORE: 75"
ME-19-07-4435-107,ME-14-01-16958-980,3,75,"
SIMILARITY_SCORE: 75
"
ME-19-04-14488-104,ME-19-04-14578-148,3,75,"
SIMILARITY_SCORE: 75
"
ME-19-07-4435-107,ME-19-04-14488-104,3,85,"SIMILARITY_SCORE: 85
"
ME-21-03-10139-230,ME-15-09-24514-351,1,35,"
SIMILARITY_SCORE: 35
"
ME-21-03-10139-230,ME-18-01-73652-357,3,85,"
SIMILARITY_SCORE: 85
"
ME-21-12-42162-424,ME-19-04-14488-104,1,35,"SIMILARITY_SCORE: 35
"
ME-21-03-10139-230,ME-16-07-11608-225,1,45,"
SIMILARITY_SCORE: 45
"
ME-22-08-15747-700,ME-16-12-26620-433,1,65,"
SIMILARITY_SCORE: 65
"
ME-22-07-53625-139,ME-19-04-14578-148,3,75,"
SIMILARITY_SCORE: 75
"
ME-22-11-1990-79,ME-19-04-14578-148,1,25,"
SIMILARITY_SCORE: 25"
ME-23-04-8444-574,ME-19-07-4435-107,1,35,"SIMILARITY_SCORE: 35
"
ME-22-11-1990-79,SH-24-01-9804-702,1,35,"
SIMILARITY_SCORE: 35
"
ME-18-02-5680-55,ME-22-04-7867-732,1,30,"
SIMILARITY_SCORE: 30



**הסבר:**

1. **סוג העבירה וחומרתה:** תיק 1 - החזקה שלא לצריכה עצמית (יחסית פחות חמורה), תיק 2 - ייצור (חמורה יותר). הבדל משמעותי.
2. **סוג הסם וכמותו:** סוגים שונים (MDMA לעומת קנבוס). הכמויות גדולות בשני המקרים, אך קנבוס ב-110 ק""ג נטו ו-MDMA ב-8363 טבליות אינם ניתנים להשוואה ישירה מבחינת חומרה.
3. **שיטת הביצוע (MO):** תיק 1 - העברה של סם מוכן, תיק 2 - הפקת סם במעבדה. שונה"
ME-23-12-14553-571,ME-18-04-16826-842,1,35,"SIMILARITY_SCORE: 35
"
ME-23-01-46786-206,ME-17-04-17677-800,1,35,"
SIMILARITY_SCORE: 35
"
ME-23-05-52567-993,ME-22-04-7867-732,3,75,"
SIMILARITY_SCORE: 75
"
ME-23-05-13598-78,ME-23-12-14553-571,3,75,"
SIMILARITY_SCORE: 75
"
ME-19-01-68958-71,ME-16-06-6788-21,3,75,"
SIMILARITY_SCORE: 75



**הסבר:**

1. **סוג העבירה וחומרתה:** זהה - יבוא/סחר בסמים (סעיף 19 לפקודת הסמים). רמת החומרה דומה מאוד, שכן מדובר בכמויות גדולות.
2. **סוג הסם וכמותו:** שונה, אך ברמת חומרה דומה. מדובר בסמים מסוגים שונים (מתאמפטמין מול קוקאין), אך הכמויות גדולות בשני המקרים (1865 גרם מול 2565 גרם).
3. **שיטת הביצוע (MO):** דומה - שילוח בדואר. בשני המקרים הסם הגיע בדואר, ונעשה שימוש בשירותי דואר. בתיק 2 יש פרטים"
SH-16-09-64418-33,SH-19-11-18218-11,1,35,"SIMILARITY_SCORE: 35
"
SH-19-02-58269-573,SH-15-05-1276-44,1,45,"SIMILARITY_SCORE: 45
"
SH-19-02-58269-573,ME-17-04-17677-800,1,65,"SIMILARITY_SCORE: 65
"
SH-20-06-12380-808,ME-19-01-68942-383,1,35,"SIMILARITY_SCORE: 35
"
SH-20-06-12380-808,ME-23-05-13598-78,1,35,"SIMILARITY_SCORE: 35
"
SH-21-03-7171-604,ME-23-01-46786-206,1,75,"SIMILARITY_SCORE: 75
"
SH-21-03-7171-604,SH-19-11-18218-11,1,45,"SIMILARITY_SCORE: 45
"
SH-20-05-28746-251,SH-21-11-9851-17,2,45,"
SIMILARITY_SCORE: 45
"
SH-22-01-16014-223,ME-16-12-19902-389,1,65,"
SIMILARITY_SCORE: 65"
SH-21-02-40908-370,ME-22-07-32175-327,1,65,"
SIMILARITY_SCORE: 65
"
SH-22-05-36033-112,SH-22-05-39259-133,3,75,"
SIMILARITY_SCORE: 75
"
SH-22-01-16014-223,ME-18-07-67342-121,1,65,"
SIMILARITY_SCORE: 65
"
SH-23-09-35299-260,ME-22-06-54208-991,1,65,"SIMILARITY_SCORE: 65
"
