verdict_1,verdict_2,GT,model_score,raw
SH-17-10-10556-234,m08000207-175,1,20,SIMILARITY_SCORE: 20
ME-16-05-25902-514,ME-16-11-56385-886,3,45,"SIMILARITY_SCORE: 45  
The cases share similarities in stolen firearms possession (both 144(a)), but differ materially in offense type (carrying vs. mere possession), duration (daily transport vs. single incident), and legal categorization (144(b) in File 1 elevates severity). While both involve loaded weapons, the distinct roles and MOs limit precedent value. Courts would likely treat them differently for sentencing."
SH-18-06-11098-353,ME-16-03-54615-517,1,25,"SIMILARITY_SCORE: 25  
**נימוק:**  
1. **סוג העבירה:** תיק 1 עוסק בהחזקת נשק לפי סעיף 144(א) (חומרה נמוכה יותר), בעוד תיק 2 עוסק בסחר בנשק לפי סעיף 144(ב2) (חומרה גבוהה יותר). ההבחנה בין החזקה לסחר מהותית מבחינת הדין.  
2. **תפקיד הנאשם:** בתיק 1 הנאשם היה מחזיק פסיבי, בתיק 2 הוא יזם עסקה ומכור נשק.  
3. **שיטת ביצוע:** תיק 1 אינו מפרט תכנון או פעילות מסודרת, בעוד תיק 2 כולל תהליך של מכירה, החלפת נשק פגום, ותשלום כספי.  
4. **נסיבות:** בתיק 2 יש ניסיון"
ME-18-06-36728-73,ME-16-09-398-589,3,85,SIMILARITY_SCORE: 85
ME-17-05-633-549,ME-19-04-1316-977,3,60,SIMILARITY_SCORE: 60
SH-17-10-10556-234,ME-16-11-13999-863,1,45,"SIMILARITY_SCORE: 45  
הדמיון נובע מהעבירות בנשק (אקדח ותחמושת) לפי סעיף 144, אך ההבחנות במבנה המשפטי (144(א) בלבד מול שילוב עם 144(ב)), במעורבות הפעילה של הנאשם (נשיאה והובלה מול החזקה סבירה), בדפוס הביצוע (מעורבות במעקב משטרתי מול הסתרה סטטית), ובכמות התחמושת והנסיבות המ aggravating (מעורבות במניסת בריחה מול החזקה ללא ניסיון שימוש) יוצרות הבדלים מהותיים המפחיתים את ערכו של תיק 1 כתקדים לתיק 2."
SH-16-04-30406-325,ME-16-02-59812-881,1,20,SIMILARITY_SCORE: 20
ME-16-05-336-804,ME-15-12-39071-113,1,25,SIMILARITY_SCORE: 25
ME-16-04-12480-812,ME-13-10-28139-807,3,55,"SIMILARITY_SCORE: 55  
**הסבר:**  
1. **סוג העבירה וחומרתה**: שני התיקים כוללים ניסיון חבלה חמורה בנסיבות מחמירות (333+335+25) — התאמה גבוהה. עם זאת, תיק 1 כולל עבירות נשק נוספות (144(ב) נשיאה והובלה) ואיומים, שלא קיימות בתיק 2.  
2. **תפקיד הנאשם ומעורבותו**: שני הנאשמים היו פעילים ישירות בביצוע הפגיעה (ירי בזדון), אך תיק 1 כולל מעורבות רחבה יותר (שני אירועים נפרדים, החזקה חוזרת של נשק).  
3. **שיטת הביצוע (MO)**: שני המקרים כוללים ירי מכוון עם נשק חם במטרה לגרום לחבלה חמורה. עם זאת"
ME-16-10-12213-904,ME-09-05-16192-355,3,60,SIMILARITY_SCORE: 60
