verdict_1,verdict_2,GT,model_score,raw
ME-18-06-36728-73,ME-16-09-398-589,3,85,"SIMILARITY_SCORE: 85
"
ME-16-04-12480-812,ME-13-10-28139-807,3,65,"
SIMILARITY_SCORE: 65"
SH-18-06-11098-353,ME-16-03-54615-517,1,25,"
SIMILARITY_SCORE: 25
"
ME-16-05-25902-514,ME-16-11-56385-886,3,45,"
SIMILARITY_SCORE: 45
"
SH-16-04-30406-325,ME-16-02-59812-881,1,25,"SIMILARITY_SCORE: 25
"
ME-17-05-633-549,ME-09-05-16192-355,1,45,"SIMILARITY_SCORE: 45
"
ME-16-05-336-804,ME-15-12-39071-113,1,35,"SIMILARITY_SCORE: 35
"
ME-16-05-25902-514,ME-12-05-33444-999,3,45,"SIMILARITY_SCORE: 45
"
ME-17-05-633-549,ME-16-03-54615-517,2,65,"SIMILARITY_SCORE: 65
"
ME-16-10-12213-904,ME-09-05-16192-355,3,65,"
SIMILARITY_SCORE: 65"
ME-20-01-62688-591,ME-16-09-398-589,3,85,"
SIMILARITY_SCORE: 85
"
ME-16-06-42987-901,ME-16-06-44840-433,3,65,"SIMILARITY_SCORE: 65
"
ME-15-08-44579-251,ME-14-12-6904-57,2,65,"
SIMILARITY_SCORE: 65
"
ME-16-06-42987-901,ME-14-10-31218-522,1,35,"SIMILARITY_SCORE: 35
"
ME-21-10-18557-340,SH-11-01-41775-497,1,45,"
SIMILARITY_SCORE: 45"
ME-16-05-336-804,ME-16-11-69158-529,3,75,"
SIMILARITY_SCORE: 75"
ME-18-05-32659-754,ME-15-02-9111-399,2,65,"
SIMILARITY_SCORE: 65"
SH-19-07-60805-168,ME-14-10-31218-522,1,30,"SIMILARITY_SCORE: 30
"
ME-16-06-44840-433,SH-11-05-24791-315,1,35,"SIMILARITY_SCORE: 35
"
SH-17-10-10556-234,ME-16-11-13999-863,1,35,"
SIMILARITY_SCORE: 35



**הסבר:**

1. **סוג העבירה וחומרתה:** שניהם עוסקים בהחזקת נשק (144א), אך תיק 2 מוסיף גם נשיאה והובלה (144ב), מה שמגדיל משמעותית את החומרה. זהו הבדל מהותי.
2. **תפקיד הנאשם ומעורבותו:** בתיק 1, ההחזקה היא מוסלקת וסמוך לבית, מה שמרמז על מעורבות פחות ישירה. בתיק 2, הנשק נמצא על גופו של הנהג וברכב, מעיד על מעורבות ישירה יותר ואף על נשיאה/הובלה.
3. **שיטת הביצוע (MO):**"
