verdict_1,verdict_2,GT,model_score,raw
ME-16-04-12480-812,ME-13-10-28139-807,3,65,"SIMILARITY_SCORE: 65
"
ME-18-06-36728-73,ME-16-09-398-589,3,75,"SIMILARITY_SCORE: 75
"
SH-17-10-10556-234,ME-16-11-13999-863,1,45,"
SIMILARITY_SCORE: 45
"
ME-16-05-25902-514,ME-16-11-56385-886,3,35,"SIMILARITY_SCORE: 35
"
SH-16-04-30406-325,ME-16-02-59812-881,1,25,"SIMILARITY_SCORE: 25
"
ME-17-05-633-549,ME-19-04-1316-977,3,65,"SIMILARITY_SCORE: 65
"
ME-17-05-633-549,ME-09-05-16192-355,1,65,"SIMILARITY_SCORE: 65
"
ME-16-05-336-804,ME-15-12-39071-113,1,35,"SIMILARITY_SCORE: 35
"
SH-18-06-11098-353,ME-16-03-54615-517,1,25,"SIMILARITY_SCORE: 25
"
ME-16-10-9348-780,SH-10-02-25802-731,1,35,"SIMILARITY_SCORE: 35
"
ME-17-05-633-549,ME-16-03-54615-517,2,65,SIMILARITY_SCORE: 65
ME-15-08-44579-251,ME-14-12-6904-57,2,65,"SIMILARITY_SCORE: 65
"
ME-20-01-62688-591,ME-16-09-398-589,3,75,"SIMILARITY_SCORE: 75
"
ME-18-05-32659-754,ME-15-02-9111-399,2,65,"
SIMILARITY_SCORE: 65"
ME-16-06-42987-901,ME-14-10-31218-522,1,35,"SIMILARITY_SCORE: 35
"
SH-19-07-60805-168,ME-14-10-31218-522,1,25,"SIMILARITY_SCORE: 25
"
ME-16-06-44840-433,SH-11-05-24791-315,1,25,"SIMILARITY_SCORE: 25
"
ME-16-08-229-604,ME-16-05-19384-544,1,75,"
SIMILARITY_SCORE: 75
"
ME-16-10-12213-904,ME-09-05-16192-355,3,75,"
SIMILARITY_SCORE: 75



**הסבר:**

*   **סוג העבירה וחומרתה (20/25):** שני התיקים עוסקים בעבירה של נשיאת/הובלת נשק (144(ב)), שהיא עבירה חמורה. שני התיקים כוללים גם החזקת תחמושת.
*   **תפקיד הנאשם ומעורבותו (15/20):** בשני התיקים הנאשם מעורב באופן ישיר בהחזקת הנשק והתחמושת. בתיק 2 יש מעורב נוסף, אך עדיין הנאשם אינו רק שליח פסיבי.
*   **שיטת הביצוע (MO) (10/15):** בשני המקרים הנשק נמצא ברכב, וזו"
ME-16-05-25902-514,ME-12-05-33444-999,3,45,"
SIMILARITY_SCORE: 45



**הסבר:**

1. **סוג העבירה וחומרתה:** שני התיקים עוסקים בהחזקת נשק, אך תיק 1 כולל גם נשיאה (144(ב)), שהיא חמורה יותר מהחזקה בלבד (144(א)) בתיק 2. זהו הבדל משמעותי.
2. **תפקיד הנאשם ומעורבותו:** בשני התיקים הנאשם הוא מחזיק, אך בתיק 1 יש נשיאה על הגוף, המעידה על מידה מסוימת של כוונה או תכנון.
3. **שיטת הביצוע (MO):**  החזקה ברכב לעומת נשיאה על הגוף הן שיטות שונות. העובדה שהנ"
ME-16-06-42987-901,ME-16-06-44840-433,3,75,"
SIMILARITY_SCORE: 75

**הסבר:**

*   **סוג העבירה וחומרתה:** שני התיקים עוסקים בעבירות נשק חמורות (נשיאה, החזקה, שימוש ברימונים) ובנוסף מעורבות בעבירות אלימות (איומים, תקיפה, ניסיון חבלה). החומרה דומה מאוד.
*   **תפקיד הנאשם ומעורבותו:** בשני התיקים הנאשם מעורב באופן ישיר בביצוע העבירות, ולא רק כ""שליח"". בתיק 1 יש מעורבות של מספר אנשים, אך הנאשם הוא חלק מליבה. בתיק 2 הנאשם פועל יחד עם אחרים.
*   **שיטת הביצוע (MO):** שימוש ברי"
