verdict_1,verdict_2,GT,model_score,raw
SH-18-06-11098-353,ME-16-03-54615-517,1,45,"SIMILARITY_SCORE: 45
"
ME-16-05-25902-514,ME-16-11-56385-886,3,45,"SIMILARITY_SCORE: 45
"
ME-18-06-36728-73,ME-16-09-398-589,3,85,"SIMILARITY_SCORE: 85
"
SH-17-10-10556-234,ME-16-11-13999-863,1,45,"
SIMILARITY_SCORE: 45"
SH-16-04-30406-325,ME-16-02-59812-881,1,35,"SIMILARITY_SCORE: 35
"
SH-17-10-10556-234,m08000207-175,1,45,"
SIMILARITY_SCORE: 45"
ME-17-05-633-549,ME-19-04-1316-977,3,75,"SIMILARITY_SCORE: 75
"
ME-16-05-336-804,ME-15-12-39071-113,1,35,"SIMILARITY_SCORE: 35
"
ME-16-10-12213-904,ME-09-05-16192-355,3,65,"SIMILARITY_SCORE: 65
"
ME-16-05-25902-514,ME-12-05-33444-999,3,65,"
SIMILARITY_SCORE: 65
"
ME-16-10-9348-780,SH-10-02-25802-731,1,65,"SIMILARITY_SCORE: 65
"
ME-20-01-62688-591,ME-16-09-398-589,3,85,"SIMILARITY_SCORE: 85
"
ME-15-08-44579-251,ME-14-12-6904-57,2,65,"SIMILARITY_SCORE: 65
"
ME-16-06-42987-901,ME-16-06-44840-433,3,75,"SIMILARITY_SCORE: 75
"
ME-17-05-633-549,ME-16-03-54615-517,2,65,"
SIMILARITY_SCORE: 65"
ME-16-06-42987-901,ME-14-10-31218-522,1,45,"
SIMILARITY_SCORE: 45"
ME-18-05-32659-754,ME-15-02-9111-399,2,45,"SIMILARITY_SCORE: 45
"
ME-16-06-44840-433,SH-11-05-24791-315,1,45,"SIMILARITY_SCORE: 45
"
SH-17-10-10556-234,m07001074-98,2,65,"
SIMILARITY_SCORE: 65"
ME-16-08-229-604,ME-16-05-19384-544,1,75,"
SIMILARITY_SCORE: 75
"
ME-16-02-18397-87,ME-20-01-62688-591,1,65,SIMILARITY_SCORE: 65
ME-16-06-44840-433,SH-09-05-9349-998,1,45,"
SIMILARITY_SCORE: 45"
ME-16-08-44157-713,ME-15-11-45465-294,3,75,"
SIMILARITY_SCORE: 75
"
ME-16-04-12480-812,ME-13-10-28139-807,3,75,"
SIMILARITY_SCORE: 75



**הסבר:**

*   **סוג העבירה וחומרתה (20/25):** שני התיקים כוללים ניסיון חבלה חמורה, החזקת נשק, ושימוש בנשק. החומרה דומה מאוד - מעורבות באירועי ירי עם כוונה פלילית גבוהה.
*   **תפקיד הנאשם ומעורבותו (15/15):** בשני התיקים הנאשם מעורב ישירות בשימוש בנשק וביצוע העבירה, ולא מדובר בשליח או מחזיק פסיבי.
*   **שיטת הביצוע (MO) (10/10):** בשני המקרים מדובר בשימוש בנשק חם (אקדח או"
ME-17-08-28615-573,ME-16-05-336-804,2,65,"SIMILARITY_SCORE: 65
"
ME-16-05-25902-514,SH-17-08-47445-166,1,45,"SIMILARITY_SCORE: 45
"
ME-17-05-633-549,ME-09-05-16192-355,1,45,"
SIMILARITY_SCORE: 45



**הסבר:**

1. **סוג העבירה וחומרתה:** שני התיקים עוסקים בעבירות נשק, אך תיק 1 כולל סחר בנשק (עבירה חמורה יותר) בנוסף להחזקה ונשיאה, בעוד תיק 2 מתמקד בעיקר בנשיאה והובלה. חומרת תיק 1 גבוהה יותר.
2. **תפקיד הנאשם ומעורבותו:** בתיק 1 הנאשם מעורב בסחר, כלומר יזם/סוחר. בתיק 2 הנאשם מחזיק בנשק ברכב, ייתכן כשליח או מחזיק, אך לא ברור.
3. **שיטת הביצוע (MO):** בתיק 1 הנ"
ME-16-05-336-804,ME-14-12-6904-57,3,75,"
SIMILARITY_SCORE: 75"
SH-19-07-60805-168,ME-20-01-17935-7,1,65,"SIMILARITY_SCORE: 65
"
SH-19-07-60805-168,ME-14-10-31218-522,1,35,"
SIMILARITY_SCORE: 35



**הסבר:**

1. **סוג העבירה וחומרתה:** שני התיקים עוסקים בהחזקת נשק שלא כדין (144(א)). עם זאת, תיק 1 כולל גם 144(ב) - נשיאה/הובלה, מה שמגדיל את החומרה. תיק 2 כולל עבירות נוספות של שימוש בחומר נפץ (329(5)), מה שמחמיר את חומרתו. סוגי הנשק שונים מאוד (אקדח מול רימון הלם).
2. **תפקיד הנאשם ומעורבותו:** בשני התיקים הנאשם מחזיק בנשק, אך בתיק 2 יש שימוש פעיל ברימון, מה שמצביע על מע"
ME-15-12-39071-113,ME-13-02-28360-614,1,45,"SIMILARITY_SCORE: 45
"
ME-21-10-18557-340,SH-11-01-41775-497,1,65,"
SIMILARITY_SCORE: 65



**הסבר:**

1. **סוג העבירה וחומרתה:** שני התיקים עוסקים בהחזקת נשק ותחמושת, אך תיק 1 חמור יותר משמעותית בשל הוספת עבירות של ירי מנשק חם (340א). עם זאת, שני התיקים כוללים נשיאת נשק (144ב בתיק 1).
2. **תפקיד הנאשם ומעורבותו:** בשני התיקים הנאשם מחזיק בנשק שהגיע מאחר, מה שמצביע על מעורבות דומה (לא יצרן/מודול).
3. **שיטת הביצוע (MO):** בשני התיקים הנשק הוחזק ברכב. תיק 1 כולל גם"
ME-15-12-39071-113,ME-09-11-7566-913,3,45,"SIMILARITY_SCORE: 45
"
ME-16-05-336-804,ME-16-11-69158-529,3,85,"
SIMILARITY_SCORE: 85



**הסבר:**

*   **סוג העבירה וחומרתה (20/20):** שני התיקים עוסקים בעבירה של נשיאה והובלת נשק (144(ב)), עם שימוש בנשק (ירי). העבירות הנוספות בתיק 2 (ירי באזור מגורים) מחמירות את החומרה, אך עדיין נמצאות באותו סדר גודל.
*   **תפקיד הנאשם ומעורבותו (15/15):** בשני התיקים הנאשם מחזיק בנשק באופן פעיל (נשיאה, הובלה, שימוש בירי). אין מידע על מעורבות של אחרים.
*   **שיטת הביצוע (MO) (15/15):"
ME-16-02-59812-881,ME-22-03-52964-443,3,65,"SIMILARITY_SCORE: 65
"
ME-15-06-12109-344,ME-12-04-33577-700,1,75,"
SIMILARITY_SCORE: 75



**הסבר:**

*   **סוג העבירה וחומרתה:** שני התיקים כוללים נשיאת/הובלת נשק (144(ב)). תיק 2 חמור יותר משמעותית בשל עבירות נוספות כמו חבלה, יריות באזור מגורים, ושימוש בפועל בנשק. עם זאת, הבסיס של נשיאת נשק קיים בשניהם.
*   **תפקיד הנאשם ומעורבותו:** בשני התיקים הנאשם מחזיק בנשק באופן ישיר (ברכב/על גופו). בשניהם יש מעורבות פעילה.
*   **שיטת הביצוע (MO):** בשני המקרים הנשק מוחזק טעון. תיק 2"
ME-15-12-39071-113,sh-10-05-7434-952,3,65,"SIMILARITY_SCORE: 65
"
