verdict_1,verdict_2,GT,model_score,raw
SH-16-04-30406-325,ME-16-02-59812-881,1,15,SIMILARITY_SCORE: 15
ME-16-05-25902-514,ME-16-11-56385-886,3,35,SIMILARITY_SCORE: 35
ME-18-06-36728-73,ME-16-09-398-589,3,78,SIMILARITY_SCORE: 78
SH-17-10-10556-234,ME-16-11-13999-863,1,35,SIMILARITY_SCORE: 35
SH-17-10-10556-234,m08000207-175,1,35,SIMILARITY_SCORE: 35
SH-18-06-11098-353,ME-16-03-54615-517,1,25,SIMILARITY_SCORE: 25
ME-17-05-633-549,ME-19-04-1316-977,3,78,SIMILARITY_SCORE: 78
ME-16-04-12480-812,ME-13-10-28139-807,3,78,SIMILARITY_SCORE: 78
ME-17-05-633-549,ME-09-05-16192-355,1,15,"# ניתוח השוואתי מהותי

## 1. סוג העבירה וחומרתה
- **תיק 1**: סחר בנשק [144(ב2)+(ג)] + רכישה והחזקה [144(א)]
- **תיק 2**: נשיאה והובלה [144(ב) רישא]
- **הערכה**: עבירות שונות מהותית. סחר (תיק 1) חמור יותר מנשיאה/הובלה (תיק 2).

## 2. תפקיד הנאשם ומעורבותו
- **תיק 1**: סוחר פעיל, יזם עסקאות, מוכר ורוכש נשק במספר מקרים לאורך שנים (2013-2015)
- **תיק 2**: מוביל/נושא נשק פעם אחת, ללא אינדיקציה למסחר
- **הערכה**: תפקידים שונים לחלוטין - סוחר מול מוביל.

## 3. שיטת הביצוע (MO)
- **תיק 1**: עסקאות מתוכננות, משא ומתן על מחירים, מפגשים מתואמים
- **תיק 2**: הובלה חד-פעמית, ניסיון בריחה ממחסום
- **הערכה**: דפוסים שונים לחלוטין.

## 4. נסיבות הליבה
- **תיק 1**: מספר פריטי נשק, מאות כדורים, פעילות מתמשכת
- **תיק 2**: רובה אחד + מחסנית אחת (10 כדורים), אירוע בודד
- **הערכה**: היקף שונה, אופי שונה.

## 5. ישימות כתקדים
בית משפט **לא** יראה בתיק 2 תקדים רלוונטי לתיק 1:
- סחר בנשק (144ב2) מול נשיאה/הובלה (144ב) = עבירות שונות בחומרה ובאופי
- פעילות מסחרית מתמשכת מול אירוע בודד
- היקף שונה לחלוטין

**SIM"
ME-16-05-336-804,ME-15-12-39071-113,1,25,SIMILARITY_SCORE: 25
ME-16-10-12213-904,ME-09-05-16192-355,3,58,"# ניתוח השוואתי

## 1. סוג העבירה וחומרתה
- **שני התיקים**: 144(ב) + 29 לחוק העונשין - נשיאה והובלה של נשק ותחמושת
- **זהות מלאה** בסעיפי האישום המרכזיים

## 2. תפקיד הנאשם ומעורבותו
- **תיק 1**: מעורבות יחידנית, החזקה והובלה אישית
- **תיק 2**: מעורבות בצוותא (סעיף 29), שותפות עם אחר
- **הבדל משמעותי** במבנה העבירה

## 3. שיטת הביצוע (MO)
- **תיק 1**: הובלה פסיבית, הסתרה ברכב תקוף, העברה למוסך
- **תיק 2**: ניסיון בריחה פעיל ממחסום משטרתי, התנהגות חשודה
- **הבדל מהותי** באופי ההתנהגות

## 4. נסיבות הליבה
- **שני התיקים**: נשק מאולתר מסוג ""קרל גוסטב""/""קרלו"" + תחמושת
- **תיק 1**: מחסנית ריקה + כדור בודד במכנסיים
- **תיק 2**: מחסנית טעונה עם 10 כדורים במצב הכנס
- **הבדל משמעותי** ברמת המסוכנות והמוכנות לשימוש

## 5. נסיבות מחמירות/מקלות
- **תיק 1**: אין ניסיון להימלט, שיתוף פעולה
- **תיק 2**: ניסיון בריחה פעיל, סיכון שוטרים
- **הבדל מהותי** בהתנהגות כלפי רשויות

## 6. ישימות כתקדים
- **דמיון**: אותו סעיף, אותו סוג נשק, אותו אזור גיאוגרפי
- **שוני**: צוותא מול יחיד, תחמושת טעונה מול ריקה, ב"
ME-16-10-9348-780,SH-10-02-25802-731,1,25,SIMILARITY_SCORE: 25
ME-16-05-25902-514,ME-12-05-33444-999,3,35,SIMILARITY_SCORE: 35
ME-15-08-44579-251,ME-14-12-6904-57,2,75,SIMILARITY_SCORE: 75
ME-17-05-633-549,ME-16-03-54615-517,2,62,"# ניתוח השוואתי מעמיק

## 1. סוג העבירה וחומרתה
**תיק 1**: סחר בנשק [144(ב2)+(ג)] + רכישה והחזקה [144(א)]
**תיק 2**: סחר בנשק [144(ב2)] בלבד

שני התיקים עוסקים בסחר בנשק לפי אותו סעיף מרכזי (144ב2), אך תיק 1 כולל גם עבירות נוספות של רכישה והחזקה.

## 2. תפקיד הנאשם ומעורבותו
**תיק 1**: סוחר פעיל בנשק - רכש, החזיק, ומכר נשק במספר עסקאות נפרדות לאורך שנתיים (2013-2015). מעורבות ישירה ויזמית.

**תיק 2**: מתווך/סוחר - פעל לבקשת קונה, השיג נשק עבורו, וניסה להחליפו כשלא עבד. מעורבות פעילה אך יותר תגובתית.

## 3. שיטת הביצוע (MO)
**תיק 1**: עסקאות ישירות פנים-אל-פנים, מספר סוגי נשק שונים (קרלו, אקדח סירקיס, אקדח חלוואני), החזקת תחמושת נרחבת (מאות כדורים).

**תיק 2**: עסקה אחת עם ניסיון תיקון/החלפה, רק תת-מקלעי קרלו, תשלום מקדמה.

## 4. נסיבות הליבה
**תיק 1**: 
- 3 עסקאות נפרדות
- מגוון נשק (קרלו, 2 אקדחים)
- החזקת מאות כדורים ומחסניות
- תקופה ממושכת (2013-2015)
- סכומים: 7,000-14,000 ₪

**תיק 2**:
- עסקה אחת (עם ניסיון החלפה)
- נשק אחד (קרלו)
- סכום: 3,000 ₪
- תקופה קצרה (חודש אחד)
- הנשק לא "
ME-20-01-62688-591,ME-16-09-398-589,3,78,SIMILARITY_SCORE: 78
ME-16-06-42987-901,ME-16-06-44840-433,3,72,SIMILARITY_SCORE: 72
ME-21-10-18557-340,SH-11-01-41775-497,1,25,SIMILARITY_SCORE: 25
ME-16-06-42987-901,ME-14-10-31218-522,1,35,SIMILARITY_SCORE: 35
ME-18-05-32659-754,ME-15-02-9111-399,2,78,SIMILARITY_SCORE: 78
ME-16-05-336-804,ME-16-11-69158-529,3,82,"# ניתוח השוואתי מהותי

## 1. סוג העבירה וחומרתה
שני התיקים: עבירה זהה - סעיף 144(ב) רישא וסיפא (נשיאה והובלת נשק ותחמושת).
**דמיון גבוה מאוד**

## 2. תפקיד הנאשם ומעורבותו
- תיק 1: מעורבות פעילה - נשא נשק, ביצע ""פריקה""/נקירה, הוביל בכלי רכב, זרק בעת מרדף
- תיק 2: מעורבות פעילה - טמן נשק מראש, הוציא, הוביל ברכב, **ירה בפועל** באזור מגורים
**דמיון גבוה, אך תיק 2 חמור יותר (ירי בפועל מול נקירה)**

## 3. שיטת הביצוע (MO)
- תיק 1: נשיאה באירוע חברתי (חינה) → נקירה → הובלה ברכב → זריקה בעת מרדף
- תיק 2: טמינה מוקדמת → הובלה לאירוע משפחתי → **ירי בפועל** → החבאה ברכב
**דמיון מהותי: שניהם כוללים אירוע חגיגי + הובלה ברכב + שימוש/הפגנת נשק**

## 4. נסיבות הליבה
- שניהם: תת-מקלע קרל גוסטב (זהה!)
- שניהם: תחמושת 9 מ""מ
- שניהם: אירוע חברתי/משפחתי
- שניהם: הובלה ברכב
- **הבדל מהותי**: תיק 2 כולל ירי בפועל באזור מגורים (עבירה נוספת לפי ס' 340א') + תכנון מוקדם (טמינה)
- תיק 1: ניסיון בריחה ממשטרה (נסיבה מחמירה)

## 5. ישימות כתקדים
**רלוונטיות גבוהה מאוד**:
- אותו נשק מדויק (קרל גוסטב)
- אותה עבירה מש"
SH-17-10-10556-234,m07001074-98,2,35,SIMILARITY_SCORE: 35
SH-19-07-60805-168,ME-14-10-31218-522,1,25,SIMILARITY_SCORE: 25
ME-16-06-44840-433,SH-11-05-24791-315,1,25,SIMILARITY_SCORE: 25
ME-16-08-229-604,ME-16-05-19384-544,1,35,SIMILARITY_SCORE: 35
ME-16-02-18397-87,ME-20-01-62688-591,1,25,SIMILARITY_SCORE: 25
sh-10-05-7434-952,ME-15-06-12109-344,1,25,SIMILARITY_SCORE: 25
ME-16-06-44840-433,SH-09-05-9349-998,1,15,SIMILARITY_SCORE: 15
ME-16-08-44157-713,ME-15-11-45465-294,3,85,SIMILARITY_SCORE: 85
ME-15-06-12109-344,ME-12-04-33577-700,1,25,SIMILARITY_SCORE: 25
ME-17-08-28615-573,ME-16-05-336-804,2,78,SIMILARITY_SCORE: 78
ME-16-05-25902-514,SH-17-08-47445-166,1,35,SIMILARITY_SCORE: 35
ME-16-05-336-804,ME-14-12-6904-57,3,78,SIMILARITY_SCORE: 78
SH-19-07-60805-168,ME-20-01-17935-7,1,25,SIMILARITY_SCORE: 25
ME-15-12-39071-113,ME-09-11-7566-913,3,78,SIMILARITY_SCORE: 78
ME-19-04-1316-977,SH-11-05-24791-315,1,15,"SIMILARITY_SCORE: 15

**הנמקה קצרה:**

התיקים שונים מהותית בכמעט כל הממדים המשפטיים:

1. **סוג העבירה וחומרתה**: תיק 1 - סחר בנשק פעיל (144ב2) + ניסיון לסחר. תיק 2 - החזקה פסיבית בלבד (144א).

2. **תפקיד ומעורבות**: תיק 1 - סוחר פעיל, יזם עסקאות, מתווך, מתמחר, מארגן אספקה. תיק 2 - מחזיקה בביתה, אין פעילות מסחרית.

3. **MO**: תיק 1 - פעילות מתוחכמת, מספר עסקאות, קשרים עם ספקים, תיאום לוגיסטי. תיק 2 - החזקה סטטית בבית.

4. **נסיבות הליבה**: תיק 1 - קרלו + 900-1,100 כדורים, מכירה בפועל ב-19,000 ₪, ניסיון למכירה נוספת. תיק 2 - אקדח אחד + 2 מחסניות, ללא מסחר.

5. **ישימות כתקדים**: אפסית. בתי המשפט מבחינים בחדות בין סחר (144ב) להחזקה (144א). תיק 2 לא יכול לשמש תקדים לתיק 1."
ME-15-12-39071-113,ME-13-02-28360-614,1,25,SIMILARITY_SCORE: 25
ME-16-02-59812-881,ME-22-03-52964-443,3,25,SIMILARITY_SCORE: 25
ME-20-01-62688-591,ME-17-05-35227-215,1,25,SIMILARITY_SCORE: 25
ME-16-06-64845-657,ME-12-03-13401-281,1,42,"# ניתוח השוואתי

## 1. סוג העבירה וחומרתה
- **תיק 1**: 144(ב) בלבד - נשיאה והובלה של נשק ותחמושת
- **תיק 2**: 144(א)+144(ב)+144(ג) + 340א - החזקה, נשיאה, הובלה, **ויריות באזור מגורים**
- **הבדל מהותי**: תיק 2 כולל מימד של שימוש בפועל בנשק (11 יריות!) - חומרה משמעותית יותר

## 2. תפקיד הנאשם ומעורבותו
- **תיק 1**: החזקה פסיבית יחסית - נשק בתא כפפות, כדורים בכיס
- **תיק 2**: שימוש אקטיבי - **ירה 11 כדורים** באזור מגורים, נשק טעון עם כדור בקנה ופטיש משוך
- **הבדל קריטי**: מעורבות פסיבית מול אקטיבית-מסוכנת

## 3. שיטת הביצוע (MO)
- **משותף**: שניהם נתפסו ברכב עם נשק ו-11 כדורים בקליבר 9 מ""מ
- **שונה**: תיק 2 כולל שימוש בפועל, נשק גנוב, נשק טעון מוכן לשימוש

## 4. נסיבות הליבה
- **כמות תחמושת**: זהה (11 כדורים) - אך בתיק 2 נורו כבר!
- **נסיבות מחמירות בתיק 2**: נשק גנוב, יריות בפועל, איזור מגורים, נשק מוכן לשימוש מיידי
- **נסיבות מקלות בתיק 1**: אין שימוש בפועל, מחסנית ריקה

## 5. ישימות כתקדים
- שני התיקים כוללים 144(ב) - יש חפיפה בסיסית
- **אך**: תיק 2 חמור משמעותית בשל היריות בפועל ונסיב"
SH-14-02-28659-762,ME-16-05-19384-544,1,15,"# ניתוח השוואתי מעמיק

## 1. סוג העבירה וחומרתה
- **תיק 1**: החזקת נשק בלבד [144(א)] - עבירה יחידה, פסיבית
- **תיק 2**: מערך עבירות מורכב - נשיאה [144(ב)], **ניסיון לחבלה חמורה**, רכישה [144(א)], **סחר בנשק פעמיים** [144(ב2)]
- **פער חומרה**: תיק 2 כולל ירי בפועל על כוחות ביטחון + סחר שהוביל לפיגוע עם נפגעים

## 2. תפקיד הנאשם ומעורבותו
- **תיק 1**: מחזיק פסיבי לצורך ""הגנה עצמית"" (לכאורה)
- **תיק 2**: **סוחר נשק פעיל** שעסק בקנייה ומכירה שיטתית + **מבצע ירי** בעצמו

## 3. שיטת הביצוע
- **תיק 1**: החזקה סטטית בעליית גג
- **תיק 2**: פעילות מסחרית מתמשכת + שימוש מבצעי בנשק

## 4. נסיבות הליבה
- **תיק 1**: נשק אחד (קרל גוסטב), הסתרה ביתית, תקופה של ~שנתיים
- **תיק 2**: 
  - רובה תבור + 3 קרלים + תחמושת
  - ירי 5 כדורים על כוחות ביטחון
  - מכירה שהובילה לפיגוע בירושלים (9.3.16)
  - פעילות מסחרית שיטתית

## 5. ישימות כתקדים
**הבדל מהותי קריטי**: 
- תיק 1 = 144(א) בלבד (החזקה)
- תיק 2 = 144(ב) + 144(ב2) + 333 (ניסיון לחבלה חמורה)

בפסיקה, תיקי החזקה פסיבית **כמעט אינם משמשים תקדים** לתיקי סחר"
ME-20-01-62688-591,ME-22-03-52964-443,2,25,SIMILARITY_SCORE: 25
ME-19-01-53615-8,ME-16-11-69158-529,3,85,SIMILARITY_SCORE: 85
ME-15-12-39071-113,sh-10-05-7434-952,3,72,SIMILARITY_SCORE: 72
ME-16-06-44840-433,ME-12-09-51207-971,1,25,SIMILARITY_SCORE: 25
ME-16-05-19384-544,ME-16-03-54615-517,3,25,SIMILARITY_SCORE: 25
ME-12-05-33444-999,ME-17-04-613-913,1,25,SIMILARITY_SCORE: 25
ME-17-04-613-913,ME-12-04-33577-700,1,25,SIMILARITY_SCORE: 25
ME-21-10-18557-340,ME-16-10-9348-780,1,25,SIMILARITY_SCORE: 25
SH-16-04-30406-325,SH-16-11-7544-55,3,78,SIMILARITY_SCORE: 78
SH-16-11-7544-55,ME-13-10-28139-807,1,15,SIMILARITY_SCORE: 15
