verdict_1,verdict_2,GT,model_score,raw
ME-18-06-36728-73,ME-16-09-398-589,3,65.0,SIMILARITY_SCORE: 65
SH-16-04-30406-325,ME-16-02-59812-881,1,25.0,SIMILARITY_SCORE: 25
SH-17-10-10556-234,ME-16-11-13999-863,1,45.0,"SIMILARITY_SCORE: 45  
הדמיון נובע מהקשר לנשק (אקדח) ולחוק 144(א), אך ההבחנות בינהן משמעותיות:  
1. **סוג העבירה**: תיק 1 עוסק בהחזקת נשק בלבד (144(א)), בעוד תיק 2 כולל גם נשיאה/הובלה (144(ב)) - הפרשנות שונה.  
2. **מעורבות**: תיק 2 כולל שותפות, בריחה משוטרים והובלה ברכב - מעורבות פעילה ומסוכנת יותר.  
3. **MO**: טווח הפעולה, השימוש ברכב והבריחה משוטרים ב-2 מצבים完全不同.  
4. **נסיבות**: תיק 2 כולל מחסניות נוספות, קליבר שונה (9 מ""מ פאראבלום), והיקף הפעולה"
ME-17-05-633-549,ME-19-04-1316-977,3,65.0,SIMILARITY_SCORE: 65
SH-18-06-11098-353,ME-16-03-54615-517,1,25.0,"SIMILARITY_SCORE: 25  
**נימוק:**  
1. **סוג העבירה:** תיק 1 עוסק בהחזקת נשק בלבד (144א), בעוד תיק 2 עוסק בסחר בנשק (144ב2) - הבחנה פלילית מהותית.  
2. **תפקיד הנאשם:** תיק 1 - החזקה פאסיבית; תיק 2 - מעורבות פעילה בהחלפת נשק תמורת תשלום.  
3. **שיטת ביצוע:** תיק 1 - נשק יחיד עם סיריאל נמחק; תיק 2 - העברת שני נשקים במבנה מסודר.  
4. **נסיבות:** תיק 2 כולל תכנון, תמורה כספית וקשרים בין הצדדים, בניגוד לתיק 1.  
5. **ישימות כתקדים:** הבחנה בין 144א ל"
ME-16-05-25902-514,ME-16-11-56385-886,3,45.0,"SIMILARITY_SCORE: 45  
**הסבר:**  
1. **סוג העבירה**: תיק 1 כולל גם נשיאה (144ב) וגם החזקה (144א), בעוד תיק 2 רק החזקה (144א) — הבדל מהותי בחומרת העבירה.  
2. **מעורבות**: תיק 1 מתאר נשיאה מכוונת לעבודה, בעוד תיק 2 אין מטרה מוצהרת — מעורבות פעילה מול פסיבית.  
3. **שיטת ביצוע**: שניהם כוללים נשק גנוב שהוחזק על הגוף, אך בדרכים שונות (תחת בגדים מול כיס מעיל).  
4. **נסיבות**: תיק 1 כולל מחסנית עם 7 כדורים ותקופת החזקה ממושכת, בעוד תיק 2 מצב דרוך ומיידי — הבד"
SH-17-10-10556-234,m08000207-175,1,45.0,"SIMILARITY_SCORE: 45  
**הסבר:**  
1. **סוג העבירה וחומרתה**: תיק 1 עוסק בהחזקת נשק בלבד (144(א)), בעוד תיק 2 כולל נשיאת נשק (144(ב)) והחזקת סם — הפרשנות שונה והחומרה גבוהה יותר.  
2. **תפקיד הנאשם**: תיק 1 — החזקה פסיבית של נשק他人-owned; תיק 2 — נשיאה פעילה של נשק תוך כדי נהיגה + שימוש בסם.  
3. **שיטת הביצוע**: תיק 1 — נשק מוסתר בשתי מיקומים שונים; תיק 2 — נשיאת נשק ברכב.  
4. **נסיבות ליבה**: שני התיקים כוללים מחסניות טעונות (10 vs. 25 קליעים), אך תיק 2 כולל גם סמים, מה"
ME-16-05-336-804,ME-15-12-39071-113,1,40.0,SIMILARITY_SCORE: 40
ME-17-05-633-549,ME-09-05-16192-355,1,45.0,"SIMILARITY_SCORE: 45  
**הסבר:**  
- **סוג העבירה וחומרתה**: שניהם עוסקים בנשק לפי סעיף 144, אך תיק 1 כולל עבירות סחר ורכישה (144ב2, 144ג) לצד החזקה, בעוד תיק 2 מוגבל להובלה (144ב). חומרת תיק 1 גבוהה יותר.  
- **תפקיד הנאשם**: תיק 1 מתאר מעורבות פעילה במספר עסקאות, כולל שותפים, בעוד תיק 2 עוסק בהחזקת נשק ברכב עם בן משפחה.  
- **שיטת הביצוע**: תיק 1 כולל מגוון שיטות (כסף, החלפות), נשק מאולתר, ותחמושת רבה, בעוד תיק 2 עוסק בהסתרת נשק ברכב.  
- **נסיבות הליבה**: תיק 1 כולל"
ME-16-10-9348-780,SH-10-02-25802-731,1,35.0,SIMILARITY_SCORE: 35
