verdict_1,verdict_2,GT,model_score,raw
ME-16-07-11608-225,ME-22-12-47987-640,1,63,SIMILARITY_SCORE: 63
ME-16-11-63255-338,ME-18-01-73652-357,1,58,SIMILARITY_SCORE: 58
ME-16-12-26620-433,ME-16-06-6788-21,3,72,SIMILARITY_SCORE: 72
ME-17-01-59971-328,ME-14-01-16958-980,3,92,SIMILARITY_SCORE: 92
ME-17-01-620-279,ME-16-12-19902-389,3,90,SIMILARITY_SCORE: 90
ME-17-03-30876-747,SH-23-02-41988-839,1,28,SIMILARITY_SCORE: 28
ME-17-03-30876-747,ME-17-01-59971-328,3,90,SIMILARITY_SCORE: 90
ME-17-04-17677-800,ME-14-01-16958-980,3,90,SIMILARITY_SCORE: 90
ME-18-02-5680-55,ME-22-04-7867-732,1,25,SIMILARITY_SCORE: 25
ME-18-02-5680-55,ME-15-11-31122-886,2,72,SIMILARITY_SCORE: 72
ME-18-04-16826-842,ME-16-12-19902-389,3,88,SIMILARITY_SCORE: 88
ME-18-04-46786-521,ME-16-06-6788-21,2,63,SIMILARITY_SCORE: 63
ME-18-04-46786-521,ME-16-12-26620-433,1,72,SIMILARITY_SCORE: 72
ME-18-08-58591-978,ME-16-06-6788-21,1,55,SIMILARITY_SCORE: 55
ME-19-01-68942-383,ME-16-06-6788-21,3,78,SIMILARITY_SCORE: 78
ME-19-01-68958-71,ME-16-06-6788-21,3,82,SIMILARITY_SCORE: 82
ME-19-02-45480-398,ME-17-03-30876-747,3,85,SIMILARITY_SCORE: 85
ME-19-02-45480-398,ME-17-04-17677-800,3,88,SIMILARITY_SCORE: 88
ME-19-02-45480-398,ME-19-04-14578-148,3,98,SIMILARITY_SCORE: 98
ME-19-04-14488-104,ME-19-04-14578-148,3,90,SIMILARITY_SCORE: 90
ME-19-04-14488-104,ME-21-03-10139-230,1,28,SIMILARITY_SCORE: 28
ME-19-04-14488-104,ME-14-01-16958-980,3,90,SIMILARITY_SCORE: 90
ME-19-04-14578-148,ME-17-03-30876-747,3,85,SIMILARITY_SCORE: 85
ME-19-04-14578-148,ME-17-04-17677-800,3,92,SIMILARITY_SCORE: 92
ME-19-07-4435-107,ME-14-01-16958-980,3,90,SIMILARITY_SCORE: 90
ME-19-07-4435-107,ME-19-04-14488-104,3,98,SIMILARITY_SCORE: 98
ME-21-03-10139-230,ME-15-09-24514-351,1,38,SIMILARITY_SCORE: 38
ME-21-03-10139-230,ME-16-06-6788-21,1,58,SIMILARITY_SCORE: 58
ME-21-03-10139-230,ME-16-07-11608-225,1,58,SIMILARITY_SCORE: 58
ME-21-03-10139-230,ME-18-01-73652-357,3,98,SIMILARITY_SCORE: 98
ME-21-12-42162-424,ME-19-04-14488-104,1,42,SIMILARITY_SCORE: 42
ME-22-01-47042-277,SH-16-09-64418-33,1,35,SIMILARITY_SCORE: 35
ME-22-07-53625-139,ME-19-04-14578-148,3,90,SIMILARITY_SCORE: 90
ME-22-08-15747-700,ME-16-12-26620-433,1,63,SIMILARITY_SCORE: 63
ME-22-11-1990-79,ME-19-04-14578-148,1,38,SIMILARITY_SCORE: 38
ME-22-11-1990-79,SH-24-01-9804-702,1,42,SIMILARITY_SCORE: 42
ME-23-01-46786-206,ME-17-04-17677-800,1,28,SIMILARITY_SCORE: 28
ME-23-04-8444-574,ME-19-07-4435-107,1,38,SIMILARITY_SCORE: 38
ME-23-05-13598-78,ME-23-12-14553-571,3,90,SIMILARITY_SCORE: 90
ME-23-05-52567-993,ME-22-04-7867-732,3,92,SIMILARITY_SCORE: 92
ME-23-12-14553-571,ME-18-04-16826-842,1,35,SIMILARITY_SCORE: 35
SH-16-09-64418-33,SH-19-11-18218-11,1,28,SIMILARITY_SCORE: 28
SH-19-02-58269-573,ME-17-04-17677-800,1,38,SIMILARITY_SCORE: 38
SH-19-02-58269-573,SH-15-05-1276-44,1,63,SIMILARITY_SCORE: 63
