verdict_1,verdict_2,GT,model_score,raw
ME-16-07-11608-225,ME-22-12-47987-640,1,45,"בואי אנתח את הדמיון המהותי בין שני התיקים:

**1. סוג העבירה וחומרתה:**
- שניהם: יבוא/סחר בסמים מסוכנים
- דמיון גבוה בסוג העבירה ✓

**2. סוג הסם וכמותו:**
- תיק 1: MDMA (אקסטזי) - כ-1.3 ק""ג + 13,189 טבליות - כמות מסחרית משמעותית
- תיק 2: קטמין - 700 גרם - כמות מסחרית בינונית
- שני הסמים מסווגים כסמים מסוכנים, אך הכמות בתיק 1 כמעט פי 2 ✓/~

**3. שיטת הביצוע:**
- שניהם: לא מעבדה, לא מכירה לסוכן
- דמיון בהיעדר מכירה ישירה לסוכן ✓

**4. נסיבות הליבה:**
- **הבדל מהותי**: תיק 1 - ""לא בעל הסמים"" (שליח/מוביל/מחזיק?)
- תיק 2 - ""בעל הסמים"" (בעלות מלאה)
- זהו הבדל משמעותי ברמת האחריות והאשמה ✗

**5. ישימות כתקדים:**
- התפקיד השונה (בעלות vs. אי-בעלות) משפיע מהותית על גזר הדין
- בתיק 1 ייתכן טיעון של ""שליחות"" או מעורבות משנית
- רלוונטיות חלקית בלבד

**מסקנה:**
דמיון בסוג העבירה והיעדר מעבדה, אך הבדל מהותי בתפקיד הנאשם והכמות.

SIMILARITY_SCORE: 45"
ME-16-11-63255-338,ME-18-01-73652-357,1,42,"# ניתוח דמיון מהותי בין התיקים

## 1. סוג העבירה וחומרתה
- **תיק 1**: החזקה שלא לצריכה עצמית + יבוא/סחר, מגוון רחב של סמים קשים
- **תיק 2**: יבוא/סחר (עבירה 19), קוקאין בלבד
- **מסקנה**: חפיפה חלקית בעבירת יבוא/סחר, אך תיק 1 מורכב יותר

## 2. סוג הסם וכמותו
- **תיק 1**: 5 סוגי סמים שונים (LSD, חשיש, קנבוס, MDMA, קוקאין) בכמויות משמעותיות - **52.6 גרם קוקאין**
- **תיק 2**: קוקאין בלבד - **69 גרם**
- **מסקנה**: כמויות קוקאין דומות בסדר גודל, אך תיק 1 כולל מגוון רחב משמעותית

## 3. שיטת ביצוע (MO)
- **תיק 1**: לא בעל הסמים (תפקיד משני/שליח?), ללא מכירה לסוכן
- **תיק 2**: בעל הסמים, מכירה פעילה לסוכן סמוי
- **מסקנה**: הבדל מהותי בתפקיד ובאופן החשיפה

## 4. נסיבות הליבה
- **תיק 1**: עבירות נלוות, מגוון סמים, תפקיד משני
- **תיק 2**: ללא עבירות נלוות, סם יחיד, תפקיד מרכזי, מכירה פעילה
- **מסקנה**: פרופיל עבריינות שונה

## 5. ישימות כתקדים
- חפיפה בעבירת סחר בקוקאין בכמויות דומות
- הבדלים מהותיים: מורכבות התיק, תפקיד הנאשם, MO
- תקדים חלקי בלבד לעניין הקוקאין

**SIMILARITY_SCORE: 42**"
ME-16-12-26620-433,ME-16-06-6788-21,3,58,"בואי ננתח את הדמיון המהותי בין שני התיקים:

**1. סוג העבירה וחומרתה:**
- שניהם עבירות יבוא/סחר בסמים מסוכנים (סעיף 19)
- שניהם בקטגוריה של עבירות חמורות בתחום הסמים
- דמיון גבוה ✓

**2. סוג הסם וכמותו:**
- תיק 1: MDMA (1820 גרם) + קוקאין (888 גרם) = סה""כ כ-2708 גרם
- תיק 2: קוקאין בלבד (2565 גרם)
- שניהם כוללים קוקאין בכמויות מסחריות משמעותיות (סדר גודל דומה)
- תיק 1 כולל גם MDMA, אך הקוקאין משותף
- דמיון בינוני-גבוה ✓

**3. שיטת ביצוע:**
- שניהם ללא מעבדה
- שניהם ללא מכירה לסוכן
- דמיון ✓

**4. נסיבות הליבה:**
- **הבדל מהותי**: תיק 1 - הנאשם הוא בעל הסמים; תיק 2 - הנאשם אינו בעל הסמים
- תיק 2 כולל עבירות נלוות, תיק 1 לא
- הבדלים משמעותיים בתפקיד ובהיקף האחריות ✗

**5. ישימות כתקדים:**
- התפקיד השונה (בעלות מול אי-בעלות) משפיע על רמת האחריות הפלילית
- עבירות נלוות בתיק 2 מחמירות את התמונה
- רלוונטיות חלקית בלבד

**מסקנה:** קיים דמיון בסיסי בסוג העבירה וכמויות הסמים, אך הבדלים מהותיים בתפקיד הנאשם ובנסיבות מקטינים את הערך כתקדים.

SIMILARITY_SCORE: 58"
ME-17-01-59971-328,ME-14-01-16958-980,3,92,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- **זהה לחלוטין**: שני התיקים עוסקים בייצור והחזקה שלא לצריכה עצמית של קנבוס
- אותה מסגרת עבירה, אותה כוונה פלילית

## 2. סוג הסם וכמותו
- **סוג זהה**: קנבוס בשתילים בשני המקרים
- **כמות**: תיק 1 - 170 ק""ג שתילים (+10.2 גרם מוכן), תיק 2 - 60 ק""ג שתילים
- **הבדל משמעותי בסדר גודל**: פער של כמעט פי 3, אך שניהם בקטגוריה של כמויות גדולות מאוד (עשרות-מאות ק""ג)

## 3. שיטת הביצוע (MO)
- **זהה**: שניהם הפעילו מעבדה/חממה לגידול
- אותו דפוס פעולה - גידול מאורגן בהיקף תעשייתי

## 4. נסיבות הליבה
- **מעבדה**: כן בשני המקרים
- **תכנון**: מעיד על תכנון והשקעה בשניהם
- **תפקיד**: זהה - בעל הסמים ובעל המעבדה
- **עבירות נלוות**: אין בשני המקרים
- **מכירה לסוכן**: לא בשני המקרים

## 5. ישימות כתקדים
- **רלוונטיות גבוהה מאוד**: כמעט תאומים מבחינה משפטית
- ההבדל העיקרי הוא כמותי בלבד, לא איכותי
- שניהם יטופלו באותה מסגרת משפטית ושיקולי ענישה דומים

## מסקנה
דמיון מהותי גבוה מאוד - כמעט תאומים בכל הפרמטרים המשפטיים המהותיים. ההבדל היחיד הוא בכמות, אך שניהם בטו"
ME-17-01-620-279,ME-16-12-19902-389,3,92,"# ניתוח דמיון מהותי בין התיקים

## 1. סוג העבירה וחומרתה
- **תיק 1**: החזקה שלא לצריכה עצמית + יבוא/סחר (סעיף 19)
- **תיק 2**: יבוא/סחר (סעיף 19)
- **הערכה**: שני התיקים עוסקים בעבירות חמורות לפי סעיף 19 לפקודת הסמים המסוכנים. קיימת חפיפה מהותית.

## 2. סוג הסם וכמותו
- **תיק 1**: קוקאין 4,922 גרם (~4.9 ק""ג)
- **תיק 2**: קוקאין 6,175.95 גרם (~6.2 ק""ג)
- **הערכה**: אותו סם בדיוק, כמויות באותו סדר גודל (מסחריות משמעותיות), הפרש של כ-25% שאינו מהותי מבחינה משפטית.

## 3. שיטת הביצוע (MO)
- שני התיקים ללא מכירה לסוכן, ללא מעבדה
- **הערכה**: דפוס ביצוע דומה

## 4. נסיבות הליבה
- שני הנאשמים ""לא בעל הסמים"" - מצביע על תפקיד דומה (שליח/מוביל/מחזיק)
- אין עבירות נלוות בשני המקרים
- אין נסיבות מחמירות מיוחדות
- **הערכה**: נסיבות דומות מאוד

## 5. ישימות כתקדים
- שני תיקים של סחר בקוקאין בכמויות מסחריות גדולות
- תפקיד דומה של הנאשמים
- רלוונטיות גבוהה מאוד לעניין טווח עונשים והשיקולים בגזירתם

SIMILARITY_SCORE: 92"
ME-17-03-30876-747,SH-23-02-41988-839,1,15,"בואי אנתח את הדמיון המהותי בין שני התיקים:

**1. סוג העבירה וחומרתה:**
- תיק 1: ייצור + החזקה (140 ק""ג קנבוס) - עבירה חמורה ביותר
- תיק 2: החזקה + יבוא/סחר (כמויות קטנות של סמים קשים) - עבירה בינונית-חמורה
- הבדל משמעותי בחומרה ובסדר גודל

**2. סוג הסם וכמותו:**
- תיק 1: קנבוס בלבד, 140 ק""ג - כמות ענקית המעידה על מיזם מסחרי גדול
- תיק 2: שלושה סמים קשים (קטמין, MDMA, קוקאין), סה""כ ~24.5 גרם - כמויות קטנות יחסית
- הבדל עצום: פי 5,700 בכמות, סוגי סמים שונים לחלוטין בחומרה

**3. שיטת הביצוע:**
- תיק 1: הפעלת מעבדה לייצור - תכנון, השקעה, תשתית
- תיק 2: יבוא/סחר ללא מעבדה - פעילות שונה מהותית
- דפוסי פעולה שונים לחלוטין

**4. נסיבות הליבה:**
- תיק 1: מיזם ייצור מאורגן, מעבדה
- תיק 2: החזקה ויבוא של כמויות קטנות
- פער עצום בהיקף ובמורכבות

**5. ישימות כתקדים:**
- בתי משפט מבחינים בחדות בין ייצור המוני לבין החזקה לסחר בכמויות קטנות
- הפער בכמויות והמעורבות במעבדה הופכים את התיקים ללא רלוונטיים זה לזה

SIMILARITY_SCORE: 15"
ME-17-03-30876-747,ME-17-01-59971-328,3,85,SIMILARITY_SCORE: 85
ME-17-04-17677-800,ME-14-01-16958-980,3,88,"ניתוח השוואתי:

**1. סוג העבירה וחומרתה:**
שני התיקים עוסקים בייצור סמים מסוכנים (קנבוס) במעבדה - עבירה חמורה מאוד. תיק 2 כולל גם החזקה שלא לצריכה עצמית, אך הליבה זהה.

**2. סוג הסם וכמותו:**
- שניהם: קנבוס בשתילים
- כמויות: 72,800 גרם לעומת 60,000 גרם - אותו סדר גודל (כמויות מסחריות משמעותיות)
- הפער ~20% אינו מהותי בהקשר של ייצור תעשייתי

**3. שיטת הביצוע (MO):**
זהה לחלוטין - הפעלת מעבדת גידול קנבוס

**4. נסיבות הליבה:**
- שניהם: בעלות על מעבדה + הסמים
- תיק 1: יש עבירות נלוות (מחמיר)
- תיק 2: אין עבירות נלוות
- שניהם: לא מכירה לסוכן (אין מלכודת)

**5. ישימות כתקדים:**
דמיון מהותי מאוד - אותו פרופיל: מפעיל מעבדת גידול קנבוס בהיקף תעשייתי. ההבדל העיקרי הוא עבירות נלוות בתיק 1, אך הליבה העבריינית זהה.

**SIMILARITY_SCORE: 88**"
ME-18-02-5680-55,ME-22-04-7867-732,1,15,"בואי ננתח את הממדים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: החזקה שלא לצריכה עצמית
- תיק 2: ייצור (במעבדה)
- הבדל מהותי בסוג העבירה ובחומרה המשפטית

**2. סוג הסם וכמותו:**
- תיק 1: MDMA (סם סינתטי קשה) - 8,363 טבליות
- תיק 2: קנבוס (סם טבעי, נחשב קל יותר) - 110 ק""ג
- הבדל משמעותי בסוג הסם ובחומרתו

**3. שיטת הביצוע:**
- תיק 1: החזקה בלבד, לא בעל הסמים
- תיק 2: הפעלת מעבדה, בעלות על הסמים והמעבדה
- הבדל קיצוני בדפוס הפעולה ובמעורבות

**4. נסיבות הליבה:**
- תיק 1: אין מעבדה, אין עבירות נלוות, תפקיד משני
- תיק 2: מעבדה פעילה, עבירות נלוות, תפקיד מרכזי
- נסיבות מחמירות שונות לחלוטין

**5. ישימות כתקדים:**
- שני תיקים בתחום הסמים, אך בעבירות שונות מהותית
- בית משפט לא יראה בהם תקדימים רלוונטיים זה לזה

SIMILARITY_SCORE: 15"
ME-18-02-5680-55,ME-15-11-31122-886,2,35,"בואי ננתח את הדמיון המהותי בין שני התיקים:

**1. סוג העבירה וחומרתה:**
- שניהם: החזקה שלא לצריכה עצמית של MDMA ✓
- אותה עבירה בסיסית

**2. סוג הסם וכמותו:**
- שניהם: MDMA ✓
- כמות: 8,363 טבליות לעומת 199.33 גרם
- הפרש עצום בכמות (פי עשרות לפחות) ✗

**3. שיטת הביצוע:**
- שניהם: אין מכירה לסוכן, אין מעבדה ✓
- דפוס דומה של החזקה פשוטה

**4. נסיבות הליבה:**
- תיק 1: ""לא בעל הסמים"" - מחזיק עבור אחר/שליח
- תיק 2: ""בעל הסמים"" - בעלות ישירה
- הבדל משמעותי בתפקיד ובאשמה ✗

**5. ישימות כתקדים:**
- הכמות העצומה בתיק 1 מציבה אותו בקטגוריה שונה לחלוטין מבחינת חומרה
- ההבדל בתפקיד (בעלות vs. החזקה עבור אחר) משפיע על הענישה
- קושי משמעותי להשוות ✗

**מסקנה:** למרות שמדובר באותה עבירה ואותו סם, ההבדלים בכמות (סדר גודל שונה) ובתפקיד (בעלות vs. שליחות) הם מהוטיים מדי.

SIMILARITY_SCORE: 35"
