verdict_1,verdict_2,GT,model_score,raw
ME-16-05-25902-514,ME-16-11-56385-886,3,55,SIMILARITY_SCORE: 55
ME-16-04-12480-812,ME-13-10-28139-807,3,75,SIMILARITY_SCORE: 75
ME-18-06-36728-73,ME-16-09-398-589,3,75,SIMILARITY_SCORE: 75
ME-17-05-633-549,ME-19-04-1316-977,3,82,SIMILARITY_SCORE: 82
SH-17-10-10556-234,ME-16-11-13999-863,1,45,SIMILARITY_SCORE: 45
SH-17-10-10556-234,m08000207-175,1,45,"SIMILARITY_SCORE: 45  
**נימוק**: שני התיקים עוסקים בהחזקת נשק חם טעון (אקדח עם מחסניות), אך נבדלים באופן מהותי בנסיבות וב phạm القانون:  
1. **סוג העבירה**: תיק 1 הוא 144(א) (החזקה סטטית) לעומת תיק 2 שהוא 144(ב) (נשיאה/הובלה תוך כדי נהיגה) — הבחנה שמשפיעה על חומרת העבירה.  
2. **שיטת ביצוע**: תיק 1 מתבסס על הסתרת הנשק במקומות סטטיים, בעוד תיק 2 כולל נשיאה דינמית ברכב.  
3. **השלכות פליליות**: תיק 2 כולל גם עבירה על סמים, מה שמוריד את הדמיון המהותי.  
ל"
SH-16-04-30406-325,ME-16-02-59812-881,1,25,"SIMILARITY_SCORE: 25  
The cases differ fundamentally in offense type (possession vs. trafficking), legal sections (144(א) vs. 144(ב2)), and defendant role (passive holder vs. active seller with deceit). While both involve illegal weapon handling, the absence of shared aggravating factors, distinct MOs, and critical legal distinctions render them non-comparable as precedents."
SH-18-06-11098-353,ME-16-03-54615-517,1,35,"SIMILARITY_SCORE: 35  
הדמיון בין שני התיקים מוגבל בעיקר עקב הבדלים מהותיים בסוג העבירה (144(א) - החזקה בלבד, מול 144(ב2) - סחר), תפקיד הנאשם (מחזיק פיזי מול מתווך מרכזי), ושיטת הביצוע (החזקה סטטית מול פעילות מסחרית מכוונת). בעוד ששניהם עוסקים בנשק לא חוקי, ההבחנות המשפטיות בין החזקה לסחר, וכן היקף ההתנהלות הפשענית, יוצרות פער גדול מדי כדי להיחשב כתקדים רלוונטי."
ME-16-10-12213-904,ME-09-05-16192-355,3,55,SIMILARITY_SCORE: 55
ME-16-05-25902-514,ME-12-05-33444-999,3,55,SIMILARITY_SCORE: 55
