verdict_1,verdict_2,GT,model_score,raw
SH-18-06-11098-353,ME-16-03-54615-517,1,35,SIMILARITY_SCORE: 35
ME-18-06-36728-73,ME-16-09-398-589,3,85,SIMILARITY_SCORE: 85
ME-17-05-633-549,ME-19-04-1316-977,3,55,SIMILARITY_SCORE: 55
SH-16-04-30406-325,ME-16-02-59812-881,1,35,SIMILARITY_SCORE: 35
ME-16-05-25902-514,ME-16-11-56385-886,3,50,SIMILARITY_SCORE: 50
SH-17-10-10556-234,ME-16-11-13999-863,1,45,"SIMILARITY_SCORE: 45  
**הסבר:**  
- **סוג עבירה**: דמיון חלקי (שניהם כוללים 144(א) אך תיק 2 כולל גם 144(ב) - הבדל מהותי).  
- **תפקיד הנאשם**: דומה (החזקה פאסיבית), אך תיק 2 מעורב גם בהובלה/נשיאה.  
- **שיטת ביצוע**: הבדל במיקום (בית מול רכב) ובסך הנשק (2 מול 1).  
- **נסיבות ליבה**: זהות ביחס לammunition (מחסניות טעונות) ולא שימוש.  
- **ישימות כתקדים**: נמוכה בשל הבדל בתקינה (144(ב) בתיק 2 אינו מתקיים בתיק 1).  
הדמיון נמוך"
ME-16-04-12480-812,ME-13-10-28139-807,3,60,SIMILARITY_SCORE: 60
SH-17-10-10556-234,m08000207-175,1,40,SIMILARITY_SCORE: 40
ME-16-10-12213-904,ME-09-05-16192-355,3,65,SIMILARITY_SCORE: 65
ME-16-05-336-804,ME-15-12-39071-113,1,35,SIMILARITY_SCORE: 35
ME-17-05-633-549,ME-09-05-16192-355,1,45,"SIMILARITY_SCORE: 45  
**הסבר:**  
- **סוג עבירה:** שני התיקים כוללים 144(ב) (נשיאה/הובלה), אך תיק 1 כולל גם 144(א) (החזקה) ועבירה חמורה יותר של ""סחר בנשק"" (שאינה קיימת בתיק 2).  
- **תפקיד הנאשם:** תיק 1 עוסק בסוחר נשק עם תכנון ומניע כספי, בעוד תיק 2 מתאר החזקה פסיבית ברכב ללא תכנון.  
- **שיטת ביצוע:** תיק 1 כולל נשק מוסתר ומנותק מתחמושת, בעוד תיק 2 כולל נשק עם מחסנית בהכנס — דפוסי ביצוע שונים.  
- **כמות תחמושת:** תיק 1 כולל סדרי גודל גדולים"
ME-20-01-62688-591,ME-16-09-398-589,3,90,SIMILARITY_SCORE: 90
ME-15-08-44579-251,ME-14-12-6904-57,2,45,"SIMILARITY_SCORE: 45  
**הסבר:**  
- **סוג עבירה**: שניהם תחת סעיף 144(ב) (נשיאת/הובלת נשק), אך תיק 2 כולל גם עבירה על סמים.  
- **תפקיד הנאשם**: תיק 2 כולל רכישת נשק ותכנון, מה שמעיד על מעורבות פעילה יותר.  
- **שיטת ביצוע**: שניהם מוסתרים את הנשק, אך תיק 2 כולל נשק מסוכן יותר (תת-מקלע מאולתר) וLocation שונה (בית + על הגוף).  
- **נסיבות ליבה**: שניהם נשק מופרד מתחמושת, אך תיק 2 כולל מטרה מוגדרת (הגנה עצמית) ועבירה נוספת.  
- **ישימות כתקדים**: הבדלים במשקל העבירה"
ME-16-10-9348-780,SH-10-02-25802-731,1,35,"SIMILARITY_SCORE: 35  
**נימוק**:  
1. **סוג עבירה**: תיק 1 (144ב - נשיאה) שונה בתכלית מתיק 2 (144א - החזקה בלבד), וה ammunition בשפע בתיק 1 מוסיף לחומרה.  
2. **תפקיד הנאשם**: תיק 1 כולל גניבת נשק ומעורבות פעילה (הובלה ברכב/בית), בעוד תיק 2 עוסק בהחזקת נשק תקול ללא רמז לบท זדוני.  
3. **שיטת ביצוע**: תיק 1 כולל נווט בין מיקומים, תיק 2 סטטי.  
4. **נסיבות ליבה**: סדר גודל תחמושת (75 כדורים) בתיק 1 מול שתיקה בתיק 2, והמטרה ""לעורר את האב"" בתיק 1 י"
ME-16-05-25902-514,ME-12-05-33444-999,3,55,SIMILARITY_SCORE: 55
ME-16-06-42987-901,ME-14-10-31218-522,1,30,SIMILARITY_SCORE: 30
ME-16-06-42987-901,ME-16-06-44840-433,3,60,SIMILARITY_SCORE: 60
ME-17-05-633-549,ME-16-03-54615-517,2,55,"SIMILARITY_SCORE: 55  
**הסבר:**  
- **סוג העבירה:** שני התיקים כוללים סחר בנשק (144ב), אך תיק 1 כולל גם החזקה (144א) — דמיון חלקי.  
- **תפקיד הנאשם:** שני הנשואים מעורבים באופן פעיל בסחר למטרת רווח — דמיון גבוה.  
- **שיטת ביצוע:** שני התיקים כוללים נשק קל (תת-מקלע), אך תיק 1 כולל גם אקדח ותחמושת רבה, בעוד תיק 2 כולל נשק תקול ללא תחמושת — הבדלים משמעותיים.  
- **נסיבות ליבה:** בתיק 1 יש תכנון, תחמושת רבה, והסתרת נשק, בעוד בתיק 2 נשק תקול ללא תחמושת וניסיון ירי כשל"
ME-21-10-18557-340,SH-11-01-41775-497,1,45,"SIMILARITY_SCORE: 45  
הדמיון מתבסס על שייכות לאותו תחום (נשוא נשק לפי סעיף 144 א+ב), אך ההבדלים מהותיים:  
1. **שימוש בנשק** – תיק 1 כולל ירי, תיק 2 ללא שימוש.  
2. **סוג נשק** – תת-מקלע מאולתר מול אקדח.  
3. **סטטוס נשק ותחמושת** – נשק עם כדור בקנה מול נשק מופרד מתחמושת.  
4. **מטרת העבירה** – סכסוך מול הגנה עצמית.  
ההבדלים באופי השימוש והסיבות מצמצמים את הראיה כתקדים ענייני."
SH-19-07-60805-168,ME-14-10-31218-522,1,45,SIMILARITY_SCORE: 45
ME-16-05-336-804,ME-16-11-69158-529,3,55,SIMILARITY_SCORE: 55
ME-18-05-32659-754,ME-15-02-9111-399,2,55,SIMILARITY_SCORE: 55
SH-17-10-10556-234,m07001074-98,2,70,SIMILARITY_SCORE: 70
ME-16-02-18397-87,ME-20-01-62688-591,1,65,SIMILARITY_SCORE: 65
ME-16-06-44840-433,SH-11-05-24791-315,1,40,SIMILARITY_SCORE: 40
ME-16-08-44157-713,ME-15-11-45465-294,3,85,SIMILARITY_SCORE: 85
