verdict_1,verdict_2,GT,model_score,raw
SH-17-10-10556-234,m08000207-175,1,20,SIMILARITY_SCORE: 20
SH-17-10-10556-234,ME-16-11-13999-863,1,40,SIMILARITY_SCORE: 40
ME-18-06-36728-73,ME-16-09-398-589,3,80,SIMILARITY_SCORE: 80
ME-16-05-25902-514,ME-16-11-56385-886,3,30,SIMILARITY_SCORE: 30
ME-17-05-633-549,ME-19-04-1316-977,3,80,SIMILARITY_SCORE: 80
SH-16-04-30406-325,ME-16-02-59812-881,1,20,SIMILARITY_SCORE: 20
SH-18-06-11098-353,ME-16-03-54615-517,1,20,SIMILARITY_SCORE: 20
ME-16-04-12480-812,ME-13-10-28139-807,3,80,SIMILARITY_SCORE: 80
ME-16-05-336-804,ME-15-12-39071-113,1,20,SIMILARITY_SCORE: 20
ME-17-05-633-549,ME-09-05-16192-355,1,60,SIMILARITY_SCORE: 60
ME-16-06-42987-901,ME-16-06-44840-433,3,80,SIMILARITY_SCORE: 80
ME-16-10-12213-904,ME-09-05-16192-355,3,80,SIMILARITY_SCORE: 80
ME-17-05-633-549,ME-16-03-54615-517,2,80,SIMILARITY_SCORE: 80
ME-20-01-62688-591,ME-16-09-398-589,3,85,"

SIMILARITY_SCORE: 85"
ME-16-05-336-804,ME-16-11-69158-529,3,85,SIMILARITY_SCORE: 85
ME-16-10-9348-780,SH-10-02-25802-731,1,20,SIMILARITY_SCORE: 20
ME-16-05-25902-514,ME-12-05-33444-999,3,30,SIMILARITY_SCORE: 30
ME-16-06-42987-901,ME-14-10-31218-522,1,60,SIMILARITY_SCORE: 60
ME-18-05-32659-754,ME-15-02-9111-399,2,70,SIMILARITY_SCORE: 70
ME-15-08-44579-251,ME-14-12-6904-57,2,80,SIMILARITY_SCORE: 80
ME-21-10-18557-340,SH-11-01-41775-497,1,40,SIMILARITY_SCORE: 40
SH-19-07-60805-168,ME-14-10-31218-522,1,60,SIMILARITY_SCORE: 60
SH-17-10-10556-234,m07001074-98,2,80,SIMILARITY_SCORE: 80
ME-16-08-229-604,ME-16-05-19384-544,1,70,SIMILARITY_SCORE: 70
sh-10-05-7434-952,ME-15-06-12109-344,1,20,SIMILARITY_SCORE: 20
ME-16-08-44157-713,ME-15-11-45465-294,3,85,SIMILARITY_SCORE: 85
ME-17-08-28615-573,ME-16-05-336-804,2,80,SIMILARITY_SCORE: 80
ME-16-05-25902-514,SH-17-08-47445-166,1,30,SIMILARITY_SCORE: 30
ME-16-06-44840-433,SH-09-05-9349-998,1,20,SIMILARITY_SCORE: 20
ME-16-02-18397-87,ME-20-01-62688-591,1,60,SIMILARITY_SCORE: 60
ME-15-06-12109-344,ME-12-04-33577-700,1,60,SIMILARITY_SCORE: 60
ME-16-06-44840-433,SH-11-05-24791-315,1,20,SIMILARITY_SCORE: 20
ME-16-05-336-804,ME-14-12-6904-57,3,80,SIMILARITY_SCORE: 80
SH-19-07-60805-168,ME-20-01-17935-7,1,60,SIMILARITY_SCORE: 60
ME-15-12-39071-113,ME-09-11-7566-913,3,60,SIMILARITY_SCORE: 60
ME-16-06-64845-657,ME-12-03-13401-281,1,80,SIMILARITY_SCORE: 80
ME-16-02-59812-881,ME-22-03-52964-443,3,60,SIMILARITY_SCORE: 60
SH-14-02-28659-762,ME-16-05-19384-544,1,20,SIMILARITY_SCORE: 20
ME-20-01-62688-591,ME-17-05-35227-215,1,60,SIMILARITY_SCORE: 60
ME-15-12-39071-113,ME-13-02-28360-614,1,30,SIMILARITY_SCORE: 30
ME-20-01-62688-591,ME-22-03-52964-443,2,60,SIMILARITY_SCORE: 60
ME-19-04-1316-977,SH-11-05-24791-315,1,0,"

SIMILARITY_SCORE: 0"
ME-19-01-53615-8,ME-16-11-69158-529,3,80,SIMILARITY_SCORE: 80
ME-17-04-613-913,ME-12-04-33577-700,1,60,SIMILARITY_SCORE: 60
ME-15-12-39071-113,sh-10-05-7434-952,3,80,SIMILARITY_SCORE: 80
ME-12-05-33444-999,ME-17-04-613-913,1,60,SIMILARITY_SCORE: 60
ME-16-06-44840-433,ME-12-09-51207-971,1,40,SIMILARITY_SCORE: 40
ME-21-10-18557-340,ME-16-10-9348-780,1,60,SIMILARITY_SCORE: 60
ME-16-05-19384-544,ME-16-03-54615-517,3,80,SIMILARITY_SCORE: 80
SH-16-04-30406-325,SH-16-11-7544-55,3,90,"

SIMILARITY_SCORE: 90"
SH-16-11-7544-55,ME-13-10-28139-807,1,60,SIMILARITY_SCORE: 60
ME-16-04-12480-812,SH-16-05-42991-439,1,20,SIMILARITY_SCORE: 20
SH-11-05-24791-315,ME-16-10-9348-780,1,20,SIMILARITY_SCORE: 20
ME-16-05-9968-487,ME-13-04-35007-454,3,80,"

SIMILARITY_SCORE: 80"
ME-15-12-39071-113,SH-11-12-35552-181,3,80,SIMILARITY_SCORE: 80
