verdict_1,verdict_2,GT,model_score,raw
ME-17-04-17677-800,ME-14-01-16958-980,3,85,SIMILARITY_SCORE: 85
ME-16-11-63255-338,ME-18-01-73652-357,1,65,SIMILARITY_SCORE: 65
ME-16-12-26620-433,ME-16-06-6788-21,3,65,SIMILARITY_SCORE: 65
ME-17-03-30876-747,SH-23-02-41988-839,1,10,SIMILARITY_SCORE: 10
ME-17-01-620-279,ME-16-12-19902-389,3,92,SIMILARITY_SCORE: 92
ME-17-03-30876-747,ME-17-01-59971-328,3,82,SIMILARITY_SCORE: 82
ME-16-07-11608-225,ME-22-12-47987-640,1,65,SIMILARITY_SCORE: 65
ME-18-04-16826-842,ME-16-12-19902-389,3,92,SIMILARITY_SCORE: 92
ME-19-01-68958-71,ME-16-06-6788-21,3,85,SIMILARITY_SCORE: 85
ME-19-01-68942-383,ME-16-06-6788-21,3,85,SIMILARITY_SCORE: 85
ME-17-01-59971-328,ME-14-01-16958-980,3,85,SIMILARITY_SCORE: 85
ME-18-02-5680-55,ME-22-04-7867-732,1,15,SIMILARITY_SCORE: 15
ME-18-04-46786-521,ME-16-12-26620-433,1,85,SIMILARITY_SCORE: 85
ME-19-04-14488-104,ME-19-04-14578-148,3,85,SIMILARITY_SCORE: 85
ME-19-04-14488-104,ME-21-03-10139-230,1,15,SIMILARITY_SCORE: 15
ME-18-04-46786-521,ME-16-06-6788-21,2,65,SIMILARITY_SCORE: 65
ME-19-04-14578-148,ME-17-03-30876-747,3,75,SIMILARITY_SCORE: 75
ME-19-02-45480-398,ME-17-04-17677-800,3,85,SIMILARITY_SCORE: 85
ME-19-02-45480-398,ME-17-03-30876-747,3,85,SIMILARITY_SCORE: 85
ME-19-02-45480-398,ME-19-04-14578-148,3,95,SIMILARITY_SCORE: 95
ME-21-03-10139-230,ME-15-09-24514-351,1,35,SIMILARITY_SCORE: 35
ME-19-07-4435-107,ME-14-01-16958-980,3,85,SIMILARITY_SCORE: 85
ME-19-04-14488-104,ME-14-01-16958-980,3,85,SIMILARITY_SCORE: 85
ME-19-04-14578-148,ME-17-04-17677-800,3,85,SIMILARITY_SCORE: 85
ME-21-03-10139-230,ME-16-07-11608-225,1,35,SIMILARITY_SCORE: 35
ME-21-03-10139-230,ME-16-06-6788-21,1,35,SIMILARITY_SCORE: 35
ME-19-07-4435-107,ME-19-04-14488-104,3,85,SIMILARITY_SCORE: 85
ME-22-07-53625-139,ME-19-04-14578-148,3,92,SIMILARITY_SCORE: 92
ME-21-12-42162-424,ME-19-04-14488-104,1,35,SIMILARITY_SCORE: 35
ME-23-01-46786-206,ME-17-04-17677-800,1,15,SIMILARITY_SCORE: 15
ME-23-04-8444-574,ME-19-07-4435-107,1,25,SIMILARITY_SCORE: 25
ME-21-03-10139-230,ME-18-01-73652-357,3,85,SIMILARITY_SCORE: 85
ME-22-08-15747-700,ME-16-12-26620-433,1,85,SIMILARITY_SCORE: 85
ME-22-11-1990-79,ME-19-04-14578-148,1,20,SIMILARITY_SCORE: 20
ME-23-05-52567-993,ME-22-04-7867-732,3,82,SIMILARITY_SCORE: 82
ME-23-05-13598-78,ME-23-12-14553-571,3,85,SIMILARITY_SCORE: 85
SH-19-02-58269-573,ME-17-04-17677-800,1,25,SIMILARITY_SCORE: 25
SH-19-02-58269-573,SH-15-05-1276-44,1,45,SIMILARITY_SCORE: 45
ME-23-12-14553-571,ME-18-04-16826-842,1,15,SIMILARITY_SCORE: 15
ME-22-01-47042-277,SH-16-09-64418-33,1,25,SIMILARITY_SCORE: 25
SH-20-06-12380-808,ME-23-05-13598-78,1,25,SIMILARITY_SCORE: 25
ME-22-11-1990-79,SH-24-01-9804-702,1,15,SIMILARITY_SCORE: 15
SH-16-09-64418-33,SH-19-11-18218-11,1,25,SIMILARITY_SCORE: 25
SH-21-03-7171-604,ME-23-01-46786-206,1,65,SIMILARITY_SCORE: 65
SH-22-01-16014-223,ME-16-12-19902-389,1,20,SIMILARITY_SCORE: 20
ME-18-02-5680-55,ME-15-11-31122-886,2,72,SIMILARITY_SCORE: 72
SH-22-01-16014-223,ME-18-07-67342-121,1,35,SIMILARITY_SCORE: 35
SH-21-02-40908-370,ME-22-07-32175-327,1,25,SIMILARITY_SCORE: 25
SH-22-05-36033-112,SH-22-05-39259-133,3,85,SIMILARITY_SCORE: 85
SH-22-05-39259-133,ME-16-06-6788-21,1,15,SIMILARITY_SCORE: 15
SH-22-05-39259-133,SH-21-03-7171-604,2,45,SIMILARITY_SCORE: 45
SH-23-07-61816-773,SH-24-01-26596-264,1,35,SIMILARITY_SCORE: 35
SH-24-01-9804-702,ME-19-01-68958-71,1,15,SIMILARITY_SCORE: 15
SH-21-03-7171-604,SH-19-11-18218-11,1,25,SIMILARITY_SCORE: 25
ME-18-08-58591-978,ME-16-06-6788-21,1,35,SIMILARITY_SCORE: 35
SH-24-01-3818-394,ME-17-04-17677-800,3,78,SIMILARITY_SCORE: 78
SH-24-05-28565-553,ME-15-09-24514-351,1,35,SIMILARITY_SCORE: 35
ME-18-02-5680-55,SH-13-09-29504-694,1,35,SIMILARITY_SCORE: 35
SH-23-09-35299-260,ME-22-06-54208-991,1,45,SIMILARITY_SCORE: 45
ME-20-12-1338-335,ME-22-12-47987-640,2,82,SIMILARITY_SCORE: 82
ME-17-01-620-279,ME-10-11-18588-3,3,92,SIMILARITY_SCORE: 92
ME-18-08-58591-978,ME-16-07-11608-225,1,35,SIMILARITY_SCORE: 35
ME-21-12-42162-424,ME-17-03-30876-747,1,25,SIMILARITY_SCORE: 25
ME-21-12-42162-424,SH-13-09-29504-694,1,35,SIMILARITY_SCORE: 35
ME-22-01-47042-277,ME-18-01-73652-357,3,85,SIMILARITY_SCORE: 85
ME-22-11-1990-79,ME-16-07-11608-225,3,82,SIMILARITY_SCORE: 82
ME-21-12-42162-424,SH-21-12-59578-330,2,25,SIMILARITY_SCORE: 25
ME-22-11-1990-79,ME-18-04-46786-521,3,85,SIMILARITY_SCORE: 85
ME-23-05-52567-993,ME-17-03-30876-747,3,85,SIMILARITY_SCORE: 85
