verdict_1,verdict_2,GT,model_score,raw
ME-16-04-12480-812,ME-13-10-28139-807,3,70,SIMILARITY_SCORE: 70
SH-17-10-10556-234,ME-16-11-13999-863,1,45,SIMILARITY_SCORE: 45
SH-18-06-11098-353,ME-16-03-54615-517,1,35,SIMILARITY_SCORE: 35
SH-16-04-30406-325,ME-16-02-59812-881,1,35,SIMILARITY_SCORE: 35
ME-18-06-36728-73,ME-16-09-398-589,3,85,SIMILARITY_SCORE: 85
SH-17-10-10556-234,m08000207-175,1,40,"SIMILARITY_SCORE: 40  
**נימוק**:  
1. **סוג העבירה**: תיק 1 עוסק בהחזקת נשק לפי סעיף 144(א), בעוד תיק 2 כולל נשיאת נשק לפי 144(ב) ועבירות סמים — הבדל מהותי בחומרת העבירה.  
2. **תפקיד הנאשם**: שניהם מעורבות פאסיבית (לא שימוש/תכנון), אך תיק 2 כולל נשיאה/הובלה של הנשק, מה שמעמיק את החומרה.  
3. **שיטת ביצוע**: שניהם מוסתרים נשק (בית מול רכב), אך תיק 2 כולל מציאת הנשק ולא קבלתו מאחר — הבדל קטן.  
4. **נסיבות ליבה**: סדרי גודל דומים (מחסניות עם עשרות"
ME-17-05-633-549,ME-19-04-1316-977,3,85,SIMILARITY_SCORE: 85
ME-16-05-25902-514,ME-16-11-56385-886,3,40,"SIMILARITY_SCORE: 40  
**הסבר:**  
1. **סוג העבירה וחומרתה**: שניהם עוסקים בהחזקת נשק לפי סעיף 144, אך תיק 1 כולל גם נשיאה (144ב) לעומת תיק 2 שכולל רק החזקה (144א) — הבחנה מהותית המשפיעה על חומרת העבירה.  
2. **תפקיד הנאשם ומעורבותו**: שניהם מחזיקים נשק, אך ב-תיק 1 הנשק נרכש (מעורבות מכוונת) לעומת גניבה ב-תיק 2 (מעורבות פסיבית יותר).  
3. **שיטת הביצוע (MO)**: שניהם החזיקו נשק טעון עם כדור בקנה, אך ב-תיק 1 יש תכנון ותחמושת מדויקת (7 כדורים"
ME-16-05-336-804,ME-15-12-39071-113,1,40,SIMILARITY_SCORE: 40
ME-16-10-12213-904,ME-09-05-16192-355,3,60,SIMILARITY_SCORE: 60
ME-17-05-633-549,ME-09-05-16192-355,1,40,SIMILARITY_SCORE: 40
ME-16-05-25902-514,ME-12-05-33444-999,3,65,SIMILARITY_SCORE: 65
ME-16-10-9348-780,SH-10-02-25802-731,1,35,"SIMILARITY_SCORE: 35  
**נימוקים:**  
1. **סוג עבירה:** תיק 1 (144(ב) - נשיאה) שונה מהותית מ-144(א) (החזקה בלבד) בתיק 2 - הבחנה קריטית לפי הנחיית המשתמש.  
2. **מעורבות:** תיק 1 כולל נשיאה ברכב ובבית (מעורבות דינמית), בעוד תיק 2 רק החזקה בבית.  
3. **כמות תחמושת:** תיק 1 מפרט כמות גדולה (75 כדורים), בתיק 2 הכמות לא צוינה.  
4. **רקע פלילי:** תיק 1 כולל עבירות נוספות (גניבה) שהתבטלו, בעוד תיק 2 כולל רק עבירות נשק.  
5. **הבחנה משפטית:** הבדל בתק"
ME-20-01-62688-591,ME-16-09-398-589,3,90,SIMILARITY_SCORE: 90
ME-15-08-44579-251,ME-14-12-6904-57,2,55,"SIMILARITY_SCORE: 55  
**הסבר:**  
1. **סוג עבירה**: שניהם לפי סעיף 144(ב) - נשיאה/הובלת נשק, אך סוג הנשק שונה (אקדח מול רובה מאולתר עם תחמושת).  
2. **תפקיד הנאשם**: ב-תיק 1 הנשק נמצאו, ב-תיק 2 נרכש - הבחנה משמעותית מבחינת כוונה ומעורבות.  
3. **שיטת ביצוע**: שניהם השתמשו בהסתרה (""מוסלק-מוסתר""), אך ב-תיק 1 הנשק נשא על הגוף בזמן נהיגה מסוכנת, מה שמוסיף ממד של סיכון ציבורי.  
4. **נסיבות ליבה**: ב-תיק 2 יש תחמושת חיה (כדורים), מה שמגביר את החומרה. בנוסף"
ME-17-05-633-549,ME-16-03-54615-517,2,65,SIMILARITY_SCORE: 65
ME-16-06-42987-901,ME-16-06-44840-433,3,70,SIMILARITY_SCORE: 70
SH-17-10-10556-234,m07001074-98,2,70,SIMILARITY_SCORE: 70
ME-18-05-32659-754,ME-15-02-9111-399,2,55,SIMILARITY_SCORE: 55
SH-19-07-60805-168,ME-14-10-31218-522,1,40,SIMILARITY_SCORE: 40
ME-16-06-42987-901,ME-14-10-31218-522,1,45,"SIMILARITY_SCORE: 45  
**נימוק**:  
1. **סוג העבירה**: שניהם עוסקים בהחזקת רימון הלם, אך תיק 1 כולל גם נשיאה (144(ב)) לעומת החזקה בלבד (144(א) בתיק 2), מה שפוגע בדמיון.  
2. **תפקיד הנאשם**: תיק 1 כולל תכנון וניסיון לירי (מעורבות פעילה), בעוד תיק 2 מתעכב על זריקת רימון ללא תכנון מובהק.  
3. **שיטת ביצוע**: שניהם קשורים לרימון הלם, אך ב-תיק 1 הנשק היה ""עם כדור בקנה"" ומעורב בסכסוך עם עבירות נוספות חמורות (סמים, חבלה), מה שמרמז על סיכון גבוה יותר.  
4. **נסיבות ליבה**: תיק"
ME-16-06-44840-433,SH-11-05-24791-315,1,40,SIMILARITY_SCORE: 40
ME-21-10-18557-340,SH-11-01-41775-497,1,55,SIMILARITY_SCORE: 55
ME-16-06-44840-433,SH-09-05-9349-998,1,45,SIMILARITY_SCORE: 45
ME-16-08-44157-713,ME-15-11-45465-294,3,65,SIMILARITY_SCORE: 65
sh-10-05-7434-952,ME-15-06-12109-344,1,40,SIMILARITY_SCORE: 40
ME-15-06-12109-344,ME-12-04-33577-700,1,65,SIMILARITY_SCORE: 65
ME-17-08-28615-573,ME-16-05-336-804,2,65,SIMILARITY_SCORE: 65
ME-16-08-229-604,ME-16-05-19384-544,1,45,SIMILARITY_SCORE: 45
SH-19-07-60805-168,ME-20-01-17935-7,1,55,SIMILARITY_SCORE: 55
ME-16-05-336-804,ME-16-11-69158-529,3,80,SIMILARITY_SCORE: 80
ME-16-05-25902-514,SH-17-08-47445-166,1,40,SIMILARITY_SCORE: 40
ME-15-12-39071-113,ME-09-11-7566-913,3,55,SIMILARITY_SCORE: 55
ME-19-04-1316-977,SH-11-05-24791-315,1,20,SIMILARITY_SCORE: 20
ME-16-05-336-804,ME-14-12-6904-57,3,65,"SIMILARITY_SCORE: 65  
**נימוקים**:  
1. **סוג עבירה**: שניהם תחת סעיף 144(ב) – נשיאה והובלה של נשק, עם נשק מאולתר (קרל גוסטב).  
2. **שיטת ביצוע**: שניהם כוללים החזקה מוסתרת (בגופו, ברכב, ובטיפול מוסתר בתיק/ארון), וסטטוס נשק עם כדור בקנה.  
3. **הבדלים משמעותיים**:  
   - **שימוש בנשק**: תיק 1 כולל ירי, בעוד תיק 2 לא.  
   - **تخطيط**: תיק 2 נבנה בתכנון, בעוד תיק 1 לא.  
   - **כמות תחמושת**: תיק 1 כולל 26 כדורים, בעוד תיק 2 מציין ""כדורים"
ME-16-02-18397-87,ME-20-01-62688-591,1,70,SIMILARITY_SCORE: 70
ME-15-12-39071-113,ME-13-02-28360-614,1,45,SIMILARITY_SCORE: 45
ME-16-02-59812-881,ME-22-03-52964-443,3,55,SIMILARITY_SCORE: 55
SH-14-02-28659-762,ME-16-05-19384-544,1,45,"SIMILARITY_SCORE: 45  
**הסבר:**  
1. **סוג העבירה וחומרתה**: שתיהן עוסקות בהחזקת נשק לפי 144(א), אך תיק 2 כולל גם עבירות חמורות יותר (144(ב), ניסיון לחבלה, סחר) שלא קיימות בתיק 1.  
2. **תפקיד הנאשם**: תיק 1 — החזקה פסיבית למטרת הגנה עצמית. תיק 2 — מעורבות פעילה (שימוש, תכנון, רווח), מה שמרחיק את שני המקרים.  
3. **שיטת הביצוע**: שתיהן כוללות נשק מאולתר (קרל גוסטב) ותחמושת, אך תיק 2 כולל שימוש בירי ו schematics של סחר, מה שלא קיים בתיק 1.  
4. **נסיבות הליבה"
ME-19-01-53615-8,ME-16-11-69158-529,3,85,SIMILARITY_SCORE: 85
ME-15-12-39071-113,sh-10-05-7434-952,3,60,SIMILARITY_SCORE: 60
